index (uint256),account (address),amount (uint256),merkleProof (bytes32[]),"LDO airdrop amount
(don't paste on Etherscan)"
30,0xE07F479415D109563D283f1229BC7a615a5D5C97,0x524d207e3e6e6c07,"[0xdc9fb5b66ea17441117765db003ec66c2af798ed563debb13032b3bfbfc2d5a9,0x2ae541e8359eee6c8211c39bac8234bba14da90d431a0110426c1762f2f22841,0x720a120277df85df237c17b6dca5621691b5ac83b07548d6540c1124a5e1dcb9,0x242574788d0b6ae84fcd6c6093450990769a01dcd28de763c511f3c43429c932,0x3bf61d88d75f47234a4b41708c9c5d5cdd90914a545d7ff9c228055bfdb9125b,0x97c62e89908dcbc680b8550695a3da0dade1bf7573f1f449ea758f09cf7b95d6,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",5.9304 LDO
31,0x290e9603dDE0B26A65842C84Dd75845d87C63607,0x5257e92b3b7c0867,"[0xab58ff36a0d23cae7fbd71c404e62e2648ebcecf4de97d93be822df99a582e9a,0xc2c6464950b21c94983689301b8f497b46fc5f7411f4a9e5c59a50cf7bafdbb5,0xad4ddf8dbce1e6fd8c0fa1cafc469774d681d69f2683185eea2c688f5b951929,0xc571d7491eaa0597c10f38805f5e8ba238963e97522131f8c9ef36702fa300cc,0xc4be2c284ad71a588a053179917a73379acb8f79c9717f51b4ff3db423e71bda,0xb50bec83e84eddb39d57aef6224c5ea1234035c726da3f4b9d3ffdf9ffeff61e,0xbd70e83948a978ab5dce87f0e898792a192060715b84609e2dd37a18bd140afc,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",5.9335 LDO
32,0x13FeFdD563A930F07B1aC8A2227Acc27c3C12946,0x557a2090522be422,"[0x7ffd0ed4acaa342be7f0a8cd1b596335ff28426da85b5b72097d087d6ea9e6c0,0xcc7047249be1210b51b63313b14e01395545c00a263f9e8e2f59a33ae2be90fc,0x48bef06393365f64a4bb6223ff9d088a90f1ce04b20ec79991db1dd1b55a5869,0xbf42b5f2ad3524fd97f15e2e4418a65ba76abced7143b59cc8b1189edd8e292b,0x129f8edca4bf5e0b913e49c82972f4e8c0bfe2a07783f8fd4edf23325ccc5536,0x0cf5aafad396a831264a2b3b7cdabfd21e2c9610f9c8d382fd2e11006136e5d4,0xf3f0fc2fca76f2f10bc2583f6e0c93e31c4d535c256b06a001141292c6d6be68,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",6.1593 LDO
33,0x2eB4Aa09f260576BA327577100A7b4AE2e008c26,0x56193c28b630afb7,"[0xf3dcf9b70f0140f74648c02321548d4259788e0a2a5b2067974d51e37cb2e37a,0x713e833e21729c3b12e8077f8637cba4ad461bf9af3c6caa126046bd19d393c1,0xe90013b46977ea683e29ca66f5c6c8e0388210a11bf3b671c9363d8e54593be5,0x7283b5199bf0a3d9441656342f9fe949334836073167ca94491117fdbbea256f,0x2a42dd8e406684c347c5c171b1e8059e5477d1a64c6bc69c0aa9317b1bb4770f,0x1e41e50a157a90231f69bcbf5f855d8adab6dc8a1f26a761e72152ffc1293a4f,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",6.2041 LDO
34,0x7852d40F2a8Ea6C219A91aea2249f5a3F70D4dA0,0x56eed4217b6208ec,"[0xdad335ea98df6f631df9a29b7643cd4e22418f64b07893bd34674a272c9057f1,0x9e469fd69d287915ca69aae0af8b783c02f9606a60874591f11696842ffd6470,0x1789acb34ab989e7b0a206e3446547b6073d58d9d3d2b5b7d92936c51e4d6dcb,0x8edb585d661d53e6cd72e8ecc47175cc7feb7198df852087de1379bbe9b7d18e,0xfd6cb1edc13497840ef56bd50eef9c2439939db06dcc42ecc4d404c3244fad95,0x9a59f55e3bde26586883a6ae9243a8fd6e6bd06a7c35a886c198fc6b12e99330,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",6.2642 LDO
35,0xBB323cd5544DfC50764625000E2a5F43e2F44250,0x6349891d61150672,"[0xdb9989210277893ebc2a2702c48c1e92decb05f2182fd17b08d095c43abb724b,0x9e469fd69d287915ca69aae0af8b783c02f9606a60874591f11696842ffd6470,0x1789acb34ab989e7b0a206e3446547b6073d58d9d3d2b5b7d92936c51e4d6dcb,0x8edb585d661d53e6cd72e8ecc47175cc7feb7198df852087de1379bbe9b7d18e,0xfd6cb1edc13497840ef56bd50eef9c2439939db06dcc42ecc4d404c3244fad95,0x9a59f55e3bde26586883a6ae9243a8fd6e6bd06a7c35a886c198fc6b12e99330,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",7.1544 LDO
36,0xe9C116F11205866f4672d9B8a865432052AC3Df0,0x6dcd83955f3bd862,"[0xdab831e63c3c8e4ec97b074b027a7a1383ea8d56b007defc91b4fca0a2cd4778,0x0ce60929470894fdbe31756e7a439c3349a2022552bbf44b2a5c6a6456c5c9ef,0x1789acb34ab989e7b0a206e3446547b6073d58d9d3d2b5b7d92936c51e4d6dcb,0x8edb585d661d53e6cd72e8ecc47175cc7feb7198df852087de1379bbe9b7d18e,0xfd6cb1edc13497840ef56bd50eef9c2439939db06dcc42ecc4d404c3244fad95,0x9a59f55e3bde26586883a6ae9243a8fd6e6bd06a7c35a886c198fc6b12e99330,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",7.9121 LDO
37,0xBe244AA46381B6D2aAd4B16f4C65eB3E13eCF37E,0x72e0bf84b969aeb7,"[0x9b45b03c1a3273763f74ae90bfe9e74c8198256b9f6cfef55102c19efc77077f,0x963de5c1b05c525f762c1a9a80a0373d86a21394205a25d538eb64be804b489c,0xa2411e71509f5f868f9922ae9823b5a8161a644ecf9cb1e106fee57df2946ae8,0x40b5550bef29cba450384642812d7358864b6b24d449974b2950d799d74aea40,0xe88fde5af2105ca89a7c9d307067da09af3bcf08c55b8cd40bf36f4b867700de,0x2d9c12e17641e88fdd69035049ce355f5346cd6195a7ccc7cb897902b1c0af57,0xbd70e83948a978ab5dce87f0e898792a192060715b84609e2dd37a18bd140afc,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",8.2778 LDO
38,0x12EF2cD4231D5CF655a6CDD4Ac1524FFaa439c17,0x740ab29e3a5ae451,"[0xca020ceeae27628afb3a1be958fbd82de1f390d5484734202d837c189ffa94ba,0xd31eacf3fdef2af547f2047da5627c98bce7749554eeb98be9b75bbc36a0abe4,0x4d1aa8b70ee0385465bf63ecfcbd8e3614500c0857ff0b6bdfef3190e5e847b0,0x2580af64dcad02b03efcf9fbe3b636825b85ccc6d2ea81044f3d278fba9adabc,0x08d2079841f4d8f96c7794d0baaf9b2e9d05ab7757d27e81a031c2776ce88451,0xcd3b8a83184dc3d27704fa26dd5cd10c969c2162c8a1eae9c631e0db12f684a6,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",8.3617 LDO
39,0x5E7B88A49080FDA132de36Da8df94A77d03Dc07e,0x7443dedb00888695,"[0x53ff81568de97ea608e0e09a737d3313174a89e0d848ba5902cb338c0fe9b33a,0xc822d32cd7dd862ef978038ab0d61c57d05a20025786ca6be2846752dc3d12fd,0xbb4f3f7b1b133456f3487cabe5f3bbdef72cd4b832ad7c26fbe5221a81c23b6a,0x26d64a32fa79ef461d9856822400b523f45b05a5a50b411bd817139eab950fd8,0x770faf650df4bee57dc3adc0b7d7e2e07042d0df73b2b8a5e8c8d248e2d39def,0x76367249c03b736e34126d74b97c1c7e46d4e683455592c7bd35dadfdc61aeab,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",8.3778 LDO
40,0x99C2E4708493B19BAA116e26Dfa0056f5A69A783,0x76dd7f9b30f51cba,"[0x5d3b0bba93f82a51be5a415b6898b8b581d42e583f762ac51f872133849b616a,0x0df9c7aaa93aad90a6e1753f81096e8bb3639acc4b4d872b2b3e024cb83806c0,0x0dc4fdc426e0c047791ae451007c6f80038430df208dded37812ba18ab00b206,0x3f2ef0aac21a833259f69be4f20378b579cc9c1ad35a0b97b03ab1e20518ccc6,0xa9757addc8fb025f9f25733b45ee69dc9e16b4f8c5731f9aa13e7de964880ea3,0x9191e5c67f1d4b35aa985db49d61824518c9abb261eff3633e56c754022961b5,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",8.5651 LDO
41,0x232d8EfC3D2fbF4dB870cDcE47c0108059B55E8E,0x7817f972d634f74b,"[0xe1dc75b9abca0f021eff29ce0dcba2030b9ceaf0aad45213fc68a53004caea04,0x2ff5cc1b1599a385dd083bf8866d3dbad4e8ea1905b3b56c6ced01cbe538ca06,0xb060552f76bba8f120359490e73f5bfb0ec513436cd215704d040330089a0bd2,0xc06d21aaef1d3319f4e41c3e34f6a9e0ffa1e2ef00a5c18e00c9ef80e9c82396,0x3bf61d88d75f47234a4b41708c9c5d5cdd90914a545d7ff9c228055bfdb9125b,0x97c62e89908dcbc680b8550695a3da0dade1bf7573f1f449ea758f09cf7b95d6,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",8.6537 LDO
42,0x0bE7b271Ba03874Ad78D712246066C20c81693D3,0x7a0f57e1ad7713c4,"[0xa40a11fbf316812b726a3fbb3071b61ff605b080eeff70f14553a38ebc624c48,0x9c2c3ca1c58ac2038565aac249425488a4bbbd8eea493022cd22c47fdc7811f5,0xa08804add72808a3c706d4fbd1122e436e9571fb60e7476a5f072d04ad6fbb92,0xca418c5a851618549eccc39e74ffc76a541190dfbbfa92be15c7e8c813654eae,0x0e49ac40fe4b72d1ac6ea4851a6d8d0ffe0f9114eed42fdac06552a57acb346d,0x2d9c12e17641e88fdd69035049ce355f5346cd6195a7ccc7cb897902b1c0af57,0xbd70e83948a978ab5dce87f0e898792a192060715b84609e2dd37a18bd140afc,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",8.7953 LDO
43,0xf736F97997D10F7963B4E8474Cdfd8742403BF01,0x806a73ad1b7b10d2,"[0x5818dda5980897e0b53dea2ace94d05a3adaecc33f416020efbbaa860f8d27ea,0x93d84e805ae483f69f032a6ef53c48bffef6fa510fffcbda98b74d97fc53d96f,0x22ba079218b13172e21b567e947b0a5f9b644f591a11e7861065b662ac3625c9,0xf1abd34f000262ae9211cab997510a1d26f390c8bd9c358051780f96df6e3b28,0x5bd28c0f001a0df0a40452281f518d06ce798d75cdbe085affcce74b05fdf9fd,0x76367249c03b736e34126d74b97c1c7e46d4e683455592c7bd35dadfdc61aeab,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",9.2533 LDO
44,0x9ec282d1731b5eb9bCAa5963Ac7C66Be4F92500B,0x8094c63d7e63539b,"[0x95248599e4dbea7cd3080b74a78a0e0e1428d2444092a2d14871f886d20f4770,0x36453904730c617c990d156a0d4a962f320f62611b2b3f98a3968d368264238b,0x4bb46fb9487c22a84fe6139e37c9350b3663d0a52848b9e070661f4e9e87bb56,0xee6650493dacfa0ee4f8e167bb032c16a049c06cd88b2ccc5ad3b9eead149438,0xe88fde5af2105ca89a7c9d307067da09af3bcf08c55b8cd40bf36f4b867700de,0x2d9c12e17641e88fdd69035049ce355f5346cd6195a7ccc7cb897902b1c0af57,0xbd70e83948a978ab5dce87f0e898792a192060715b84609e2dd37a18bd140afc,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",9.2652 LDO
45,0x0B33fa86cC2d3Fc7D225157430161b1d453bEE64,0x87ffa8d4253f6d8c,"[0x6cd557495cc91dc7f5045e4a0a868278f0b002ff8cdc06f572e764b3d4beac38,0xcf8ef1ee18c01809b40f276d133132f17d494b0f05c400115dc3ffef3366b9e1,0x9e446de518fed1346f3724f55fafa9b4e09a4d03f8404776933bd9184e4280d7,0x4e5f08ca00aaecca04b6a9628a5b209344dad86fdb18a57513e9946d8c9d3a90,0x082b6b0b790895fdd51bd8d16e122e7e35e2b2874f59c8f152ad0aecf36f3e4b,0x9191e5c67f1d4b35aa985db49d61824518c9abb261eff3633e56c754022961b5,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",9.7997 LDO
46,0xc42E2eECD64e2Be93E0936A1842f8AC0C22d8E0c,0x8823a770010b42e9,"[0xfac40011236a127ec3cd21620c511aea999fbc7656e9183fdd90e96281cd89cd,0x5308dc7e81ac71bb52da1f4664ad049f80aecd7fcff20b89a8ff70768a67dcde,0x0becf700c055144914cc6aa71c685bb1ec914b56e6e48d4ac8555b438993d8b4,0x47d83f2b4fdbccf881d02c34136be52a7c976bd6e7bebc1d4d8cf1f5108c10fe,0x2a42dd8e406684c347c5c171b1e8059e5477d1a64c6bc69c0aa9317b1bb4770f,0x1e41e50a157a90231f69bcbf5f855d8adab6dc8a1f26a761e72152ffc1293a4f,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",9.8099 LDO
47,0x914957078fa56023ed4d32b9E3583743362f3416,0x8f47ccd7afae83a5,"[0x47cd5a628c76d19891b647e61c193edfe8e220655f90b567a0746eee8b66ac7d,0xdfd4e6e9d7e2fb788698979ab790caf139a5ef9e74380d0eeb38c34a9d4a03b6,0xe810c4305845df413bcee8cc726e3ae285a661009da391990f3eea6e922f347a,0x51e6ec6aa58d7e78c38faa71ef1ddaeb88330ff89f6781bf309a884519befefd,0x966c0b8d139ac014dc95179274561ac3e52b1e443cdfdc308a72a29162687f56,0x1a717c2d089319914ec2c755dbf6dbe3cd804ef23458820f0292dff7a57f1ffc,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",10.3244 LDO
48,0x66C202855C6aaA2Be922fFC3D65e9883baeF0dE1,0x949affec084ca2f5,"[0x3c87b12c1c953bb35dba50fa140aaf9eeb602bb4f5f2e9142310e1999a7195da,0x41ccf76cdc380fdc4e61e86246cfa1a08938d286f2530a2faf3a8624ceafc45e,0x3ae0703a16e645a7b084a27bd0c3160299a27b6e347bc46dc49f538b481b9016,0x01b43a82cbd38c09de78f2dbb09358474213538c8f4861f683c848d3b493a7bf,0x4ffa42bf3f0b25a44269dd4fbeff3c4ed1c764cb56e18aabfa5466be7fede5dc,0x1a717c2d089319914ec2c755dbf6dbe3cd804ef23458820f0292dff7a57f1ffc,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",10.7082 LDO
49,0xF96C6AFfcf0710C8d7d1cD71f20B58D829F92379,0x9edb6c84d97b1cca,"[0x5a0fed770c009c61684405cd7ba3b7ffba6af2a97516ad3bcd304748e67c5c05,0x0130b73b28cbd124c6e4aee5a0af986dd22dfd7c916cb5b1ef5c7319726b5bf6,0xbc285d83130b15e8438193c879e814ccc13a8f507b0c5be579c7ef43902140a5,0x55ec62879cfb81c7182b56eb6a0c97b6b4307203482f362ab4c08adf6c4627ce,0x5bd28c0f001a0df0a40452281f518d06ce798d75cdbe085affcce74b05fdf9fd,0x76367249c03b736e34126d74b97c1c7e46d4e683455592c7bd35dadfdc61aeab,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",11.4469 LDO
50,0xdf47C23814dE96229d535D93bBF8e41196Fe8b7e,0xa30e91dda535d263,"[0x70ee10ebabf7fb2e1e8c9134670594e80c3c80a590d089d7ebb2148ac43c039a,0xa32794e698189785003fe5bb21f5ef8af97cfb9cb2d4fea51363b08eb4f2adfa,0xb6c4704a65fcfa4b7993937f27c4ee36873e9d81345d9200c72de783e3ba6191,0x2d09fbe97aa0e3ab8abe9ddd2202d7b3101677e2d5494782ece85a5c6ef1ce6a,0x44c68b82139e794e54dcfac6833fb863d7a7397d274e660fbf7001c311a6a2d5,0x0cf5aafad396a831264a2b3b7cdabfd21e2c9610f9c8d382fd2e11006136e5d4,0xf3f0fc2fca76f2f10bc2583f6e0c93e31c4d535c256b06a001141292c6d6be68,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",11.7495 LDO
51,0x3CAAfC8eDC29d24AB15ae9cc954ef237F3CD9207,0xa7a2ec4dc7009018,"[0xd2c2b4f687c8ba64baa834645ee059549025628a4680b0dddf9fcb4386d9e29b,0xe259fba01087d9af7a29a11cc87f532e1d4b87ae653513825cce48e9f5f3f51c,0xb1876492220bc0d19d777db0d0c3f77e97ee1bac2dbd334637ea76dcc108c5d7,0x2d941ba78b209699c4d1c9d78aa857f7c73b89506586136650a0cdd8cbec98e5,0xfd6cb1edc13497840ef56bd50eef9c2439939db06dcc42ecc4d404c3244fad95,0x9a59f55e3bde26586883a6ae9243a8fd6e6bd06a7c35a886c198fc6b12e99330,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",12.0795 LDO
52,0x6C48AeD1258b5366d67Bc98f3D51aF5d0fEaecb5,0xa9cea5e94843d628,"[0x4b3fb7e2bd06162338ec1a92988c7d0e7a4d75c6c90c34691654ef4d3de3d4a5,0xf685595f5962c51001958fc0b42adf8cb69364667b624eb3d22f02c4f68caa60,0xf1b5cc94b007f543498c049f6794de3cc605e73f7944a92e7ca16bbc5530a4e4,0xcfb8911f550e2b469df3fa0d38a24fd87125c6baab0f05cff236f657047d0b6f,0x770faf650df4bee57dc3adc0b7d7e2e07042d0df73b2b8a5e8c8d248e2d39def,0x76367249c03b736e34126d74b97c1c7e46d4e683455592c7bd35dadfdc61aeab,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",12.2359 LDO
53,0x834Aa0eF713Eb03ce7B232090c37aaAf2ecC1bd0,0xaa1e194d9e23fdcd,"[0xbed2100873091c2c42e7a6c09a9371721d5847ce6a6ad0aa51ba37435c994d3c,0xfaa4b5c4fcc6e94b9ae5e5bf5bb756df80979fde79c8b38b2fe7db3bf7938043,0x3898ee43026b171f1c9d175a105a8245b5e1b774665f68a953ef728f1c32669e,0x9a94ab5ea53f3bd47de2e33c69a7991386e055346f2852a3b07ee27b7e85fea3,0xc4da267147e3016e2678e32f1cef69b270db190c4839051f35c96a24f674a8d8,0xcd3b8a83184dc3d27704fa26dd5cd10c969c2162c8a1eae9c631e0db12f684a6,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",12.2583 LDO
54,0x30F9602A4115b51778289486AC717A07a72D3133,0xaeaa6f6fe468603a,"[0xf4bec28e47df190c4a8863646a4888b2f0e3acb18b5033b0a40fb8c7d490883d,0x0bbf390f5fcb64105fb503c236a453a6bef5c223336b26481e22c2d02eaa6da1,0xe90013b46977ea683e29ca66f5c6c8e0388210a11bf3b671c9363d8e54593be5,0x7283b5199bf0a3d9441656342f9fe949334836073167ca94491117fdbbea256f,0x2a42dd8e406684c347c5c171b1e8059e5477d1a64c6bc69c0aa9317b1bb4770f,0x1e41e50a157a90231f69bcbf5f855d8adab6dc8a1f26a761e72152ffc1293a4f,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",12.5860 LDO
55,0xD1Bab985C31D5867D4ba182fFab90a55f735f055,0xb22f4f82932937d8,"[0xd71daf666941769ddda86d0a762873a2a82574d736c3d49568af8b77d0be79ee,0x3210162eeb9d6874a9ac9119af4056178f7570bded087b3f1df7b99879989381,0x55e36682bf0053dfa60889109d0fd85b61075857ea5a8462c99ad88c177b712e,0x2d941ba78b209699c4d1c9d78aa857f7c73b89506586136650a0cdd8cbec98e5,0xfd6cb1edc13497840ef56bd50eef9c2439939db06dcc42ecc4d404c3244fad95,0x9a59f55e3bde26586883a6ae9243a8fd6e6bd06a7c35a886c198fc6b12e99330,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",12.8396 LDO
56,0x04A38539567837666Eb4ee6E027005d14410386d,0xb33b28812d1a3150,"[0x1d9e01e047a80b7fccec6cd1885f3fb9dfc6c103a873d17c1a539fd144d1a2fe,0x4033c866325d1c617f7b58d66b24f104387eef221eb28913b6c1843751f4b1d5,0x3b81c8d58a09363c60ce5f0adfb43da684263fdf6d11e53c1c3a6961879c7d2a,0xadcdacc8ec63fb4f7705b91ea635a6ce2a02cdffbfb1eaadb6f13482add868ef,0x0a27b931cfffcd9a2630e95611b615662f5ca26d552185e31f3894cdee094d28,0x810b04775ef3c94b6fec29d937a5c7577dcad6c07daba4d73dbe01408adddd48,0x0282da413887f1e1421c5a0c8108e3b0d213b13dafe9d9f7bc44068f775f1c79,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",12.9150 LDO
57,0x404555FB2123B96627B68C9b1C5a3b4C9d36EF98,0xb7305ad9a1f0cb0e,"[0x45176379ee615bb7cd6022e553d613e37f4481cfe4f614c8a7583306eb8f61fc,0x0873c85b301a3e1dafd815652e7addbba0ab05be9f976f2465086d6a1d6ee359,0xe810c4305845df413bcee8cc726e3ae285a661009da391990f3eea6e922f347a,0x51e6ec6aa58d7e78c38faa71ef1ddaeb88330ff89f6781bf309a884519befefd,0x966c0b8d139ac014dc95179274561ac3e52b1e443cdfdc308a72a29162687f56,0x1a717c2d089319914ec2c755dbf6dbe3cd804ef23458820f0292dff7a57f1ffc,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",13.2002 LDO
58,0x9623EcC872d6D2A09bc81F26Bba9647C5020515e,0xb7f2a0c8eabb48a7,"[0xd183b239fceac85c2e333655a3ec7cc9c75b9ce27d7b8994c69031943335a2f2,0x3c6f8d048f32d9a34002d6835d1aa32b5c9d8a31824fa1673c5fbb77b9520c3a,0xbbc6918dee0e7886b2f9d11a755898261c4c865350aae8d39e44f89b6bde771c,0x4252dcb9c7fec3af369b2d3f281130b2dc6ae963e5bec38139dcab4dc91f44d3,0xa677f6fb232b668c42156e2850ede0530afc6cd428818d043f4914d551bd922d,0x9a59f55e3bde26586883a6ae9243a8fd6e6bd06a7c35a886c198fc6b12e99330,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",13.2548 LDO
