index (uint256),account (address),amount (uint256),merkleProof (bytes32[]),"LDO airdrop amount
(don't paste on Etherscan)"
111,0x842F89da33A3E56fB6BE40A58B74F4Cb3cEa4f28,0x175637378bf4ce2fe,"[0x41b4251ab1044c6ad65be1f66678329a734323237fd3e3d474ca0c645e2702bf,0x46861e2174977511070dd09d070fe33e63e306f72b39a3f2fcca3ed1a63b13d1,0x3d61315a6468e8276c95c3e5d15023422c5abf39d6a542e88ffed86b09b3999a,0xfb32ebd0875678e36a25d382d5841753e735048b558a522acd2a128325c8671b,0x966c0b8d139ac014dc95179274561ac3e52b1e443cdfdc308a72a29162687f56,0x1a717c2d089319914ec2c755dbf6dbe3cd804ef23458820f0292dff7a57f1ffc,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",26.9055 LDO
112,0x72357Ef6e4c4a0BC2bf7fa2D4a8531A19f446FE4,0x175b6cae3dd16720d,"[0xa72408ada6aaa9fed01b4cf5c342eef4ee3f81955d25a1fb5c8eec21d9dc7906,0xb8ed17b6a7e1ddf7f26bda19810d4a741e7a746e59cca07a2df7f950d370698b,0x6c7f5136d997ccd66ec5160184abda555121a2de7fba9d76adee23fb9e3f655f,0xb765f54cf0caf8001c7e0f3499a95d246056a0bbb23ab23567b24098e924cb9f,0x0e49ac40fe4b72d1ac6ea4851a6d8d0ffe0f9114eed42fdac06552a57acb346d,0x2d9c12e17641e88fdd69035049ce355f5346cd6195a7ccc7cb897902b1c0af57,0xbd70e83948a978ab5dce87f0e898792a192060715b84609e2dd37a18bd140afc,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",26.9289 LDO
113,0xb09cEd045831Fd5fDC5cb38F1C1Fb16c4A48E5f9,0x1798f756f14770749,"[0x198a1c535dd5d89e0ade48b37562064f60e6b64ce309715a4d0ccbb81942f4d6,0x302c66fee2402a13334347b41bb4dcc1849d6fa12b88c89d43e3d66903cddbb2,0xaacc62f387c458f174da1d689e7dfda738d32712b606ab30d0ee0a10a6ee5fcf,0x6c03628d3da086940123a042c22f47bf6e6fe8b25174576be63561d3630b028d,0x0a27b931cfffcd9a2630e95611b615662f5ca26d552185e31f3894cdee094d28,0x810b04775ef3c94b6fec29d937a5c7577dcad6c07daba4d73dbe01408adddd48,0x0282da413887f1e1421c5a0c8108e3b0d213b13dafe9d9f7bc44068f775f1c79,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",27.2061 LDO
114,0x1ca02196c421203cCD64E713DabFFc4Afd511102,0x17a0af46e8b99bb4d,"[0x7ebd0c9aedc7492ed35d2c213a40a625db455f70a0754039e09b828ffd358d23,0x248bb44e7e738815ffaaf45789d14c9488c8ebc0e7a3dbdc8e09ddae773c5d21,0x5eb11e35efaedb692ec336fda75d9b6405966cf8bd61a9097ac10d63e09d3504,0xe3ded4959b5243467ae3472c85146c1d2ee22efa779bcad6229a3f8cf0262950,0x129f8edca4bf5e0b913e49c82972f4e8c0bfe2a07783f8fd4edf23325ccc5536,0x0cf5aafad396a831264a2b3b7cdabfd21e2c9610f9c8d382fd2e11006136e5d4,0xf3f0fc2fca76f2f10bc2583f6e0c93e31c4d535c256b06a001141292c6d6be68,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",27.2409 LDO
115,0x090869E2f2764f300607861171de5a074b0bc9D6,0x17d120b66fe177322,"[0xdbf44f17ca7c35d524be7dc47c197b1ef64939a763ae774462de8240f2c356f5,0x4c2862eee0e9915911b3dc0267bcf750eefd351f95eba50cddd0b39cb192fcd8,0x720a120277df85df237c17b6dca5621691b5ac83b07548d6540c1124a5e1dcb9,0x242574788d0b6ae84fcd6c6093450990769a01dcd28de763c511f3c43429c932,0x3bf61d88d75f47234a4b41708c9c5d5cdd90914a545d7ff9c228055bfdb9125b,0x97c62e89908dcbc680b8550695a3da0dade1bf7573f1f449ea758f09cf7b95d6,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",27.4590 LDO
116,0x7Aa8Da84B319636a56E2F512feE5FBc59f1D9Bb8,0x181d40fd631a882dd,"[0xe787d672086ca42ad44d707cadd566dc57614f12bd259a85978b0ec7b4647d05,0x79fb76fbed6293464b80b964aa84535c86e9ae4222aedf7c201e8e54be6c49a4,0x063fa60257c16ce77504d6494561e481889d9b58d7eeaaf55b04a05145daa8cf,0x289035138f7d0b1a5c8e29f48d3ad3ca543d5643bb791ca907c74dcbfe4e216d,0x69a12d6c72310b68e6d0cf99427b3a136e8c45dea2026fdcec278c926326acf2,0x97c62e89908dcbc680b8550695a3da0dade1bf7573f1f449ea758f09cf7b95d6,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",27.8019 LDO
117,0xf3384c1960871b7451CcF59B5FA654A137a79E34,0x182cb07645fd64ce6,"[0x0b4d28e6ea046436b64f9f24670f1b4a6ee841e6e1571b0d33cb62765c5aa248,0xea64cafef72b2fe94a8084059abfa7a34c519171ce70e0c02af2a736d0d2ba3d,0x5bac69f86575953174a020028874e1613b85159248d12045dac569a1fd99a964,0xfaed3a3710eddc665d4f97440bda21f047520373d1933eb759810e6b31758b4e,0x50051616399aeff924d11df809e94fb86c2dfb7f01f2815ca4d2d3fd34dac939,0xdd82bdb42db7301ecee5d184fbffbdcd7d1dc64f43fe618eeba466c1356c4fd2,0x0282da413887f1e1421c5a0c8108e3b0d213b13dafe9d9f7bc44068f775f1c79,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",27.8714 LDO
118,0x971f7950b17F3893E55c3f8277FBA2aEa4dc6e75,0x1843c9763892c57c9,"[0xe813d0c944d21a6d06f12784c5540fd81a5409964ff974443584e6a684dcfb02,0x79fb76fbed6293464b80b964aa84535c86e9ae4222aedf7c201e8e54be6c49a4,0x063fa60257c16ce77504d6494561e481889d9b58d7eeaaf55b04a05145daa8cf,0x289035138f7d0b1a5c8e29f48d3ad3ca543d5643bb791ca907c74dcbfe4e216d,0x69a12d6c72310b68e6d0cf99427b3a136e8c45dea2026fdcec278c926326acf2,0x97c62e89908dcbc680b8550695a3da0dade1bf7573f1f449ea758f09cf7b95d6,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",27.9754 LDO
119,0xeFE75bc70E9Ed3bE4717036d75888fe6F34FAd3c,0x18a9280e0ab761d16,"[0x8b67be6e6fdeb89724fe73374b03a786371d3d5ab30da19b04b717c02503fad1,0xa2cf063dcc2293ee06d32ace135655237f0dc4c24412aa24461d041e0aea325c,0x6cc782d2073d8d26cf87a8dbebec36f6796e886af6253230b9b2ab67fdc50635,0xeabf0f68f9f47db40debce3b7bbc8aa6b9547e94f18cbef21e16e52fff531d64,0x0da0a58ca88daf1d95c011d20b343922150a69f6f8996b937f6f4bff7ee1e398,0xa1870e1c72ea5de02ab3648adbf2dbbb86a0e753099626c84c23c2cccfee45f5,0xf3f0fc2fca76f2f10bc2583f6e0c93e31c4d535c256b06a001141292c6d6be68,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",28.4319 LDO
120,0x4f69aff0a1DdA0F73196829855708847b0FE94a6,0x18a9a0f09a8a0c76b,"[0x5edad9fd5f5117f3a138c599d7148e037f592c6ef6d553000c623ede9ceeacdc,0xabc81b14949c51061837d64661e1ad9b1db60c47164e6e1935b5e75b27c2751e,0xf395d8170ea8daf8df4d7f561b5ee972dac32a4a2f4822587206584a77158bd1,0xe22203a7f7c6ec0a78979bcb3324f8770c64b1d149b5e65bff8aeea18cad5684,0xa9757addc8fb025f9f25733b45ee69dc9e16b4f8c5731f9aa13e7de964880ea3,0x9191e5c67f1d4b35aa985db49d61824518c9abb261eff3633e56c754022961b5,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",28.4341 LDO
121,0x16BC9dcb4CbFb209DC5B64B0Fc03A38e33c5083E,0x192c5b534d561726b,"[0x02cc1f5dc4bc35848623b66106917bb6f095cd9830c079e74e5efe5f6e01cf8f,0x2eb90ef5b55f1a4fbc154ced22ae82361881092450fed485dde2ae1d0dd4ba12,0xfce5a99ee1ed0b4a2ce16360f053421eee9facb5ad67e118e3d3b9d689485b52,0xd5277d1011daf5b64ede201747c1386a9454e9612b0868d73193b66576c3f7df,0xcbed15bd17afaeeb4257edadaaf2f6823fd7d0061056a712977313407a43d423,0xdd82bdb42db7301ecee5d184fbffbdcd7d1dc64f43fe618eeba466c1356c4fd2,0x0282da413887f1e1421c5a0c8108e3b0d213b13dafe9d9f7bc44068f775f1c79,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",29.0228 LDO
122,0xcD47b151945Bdc9e9A6080C10f30ab49ddbEE603,0x198e96ce90f4c7450,"[0x0ab32c148f118da8b992235fc8d9e366ec1b938b265e439739fca99fefd02b75,0x8cd08f31577c77cf438d8199c8a81b576689d04fc2b1355378a84443bfe6ea0c,0x17dc079875499b6d72b197c929aa00ee76c4742a9f4356ec8bb3d592005a0619,0xfaed3a3710eddc665d4f97440bda21f047520373d1933eb759810e6b31758b4e,0x50051616399aeff924d11df809e94fb86c2dfb7f01f2815ca4d2d3fd34dac939,0xdd82bdb42db7301ecee5d184fbffbdcd7d1dc64f43fe618eeba466c1356c4fd2,0x0282da413887f1e1421c5a0c8108e3b0d213b13dafe9d9f7bc44068f775f1c79,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",29.4652 LDO
123,0x3AcD63bC5F2a2E4623Ae8CC8Ce33a766c86290BB,0x19df4e89a042abb10,"[0x2aacc47fc8cb3300dbc8c5b54fc94c9635e6e5132f268a21a9db9fa864d86444,0x9e0170ad80cd6f2628d74808c299ef218600ce4660dd2a9157e1eee619acfdb0,0xbefcc9d08fb7fee541bdc077610ff9e71187285bb1c7f48d2d21421c9324962d,0xe4748671a8546c5ceeb404ab59389fb9d0a2ed3bc7230e9202b2d0a9c6cf22cb,0xc66eb5dd25bb7b4f5f2a1311e855901f4c12b52505a8a245e590ca16532a0da5,0x162af9d90087347e234c68a9b6d3c99991e73ae0292471667c8d043b8d9fed1a,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",29.8287 LDO
124,0x4a70836FCbe8eCcC604ab3c0B17fAecD307a31B0,0x1a0195fb4563c986a,"[0x8ed40adb7f1f484fb126e028eb4b45363cb731777a3519553f50a468209c8bfd,0x5d13a62ce8d27510ca9df98e8ba8b8c8ed5b176f032bf5d54fa871cab5113b53,0x5f03fc856335dea501c5046f9e4c1e1e356c434d916934b1911f6f6d5df9d3b5,0xf9644e8db9c470cfc7d8d1b8a6a97a8f6beb61fd631a477b63922b4ec5b1d3a8,0x0da0a58ca88daf1d95c011d20b343922150a69f6f8996b937f6f4bff7ee1e398,0xa1870e1c72ea5de02ab3648adbf2dbbb86a0e753099626c84c23c2cccfee45f5,0xf3f0fc2fca76f2f10bc2583f6e0c93e31c4d535c256b06a001141292c6d6be68,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",29.9831 LDO
125,0xc7D46b70F3e0ce07915Df817723e96C671b4Cd65,0x1a7c200444005fccc,"[0xebdf3dda3810074d47c1808557ae52b2555e995050e59068bd1be1e18fd06bba,0x1a4cc8bb37093443465f3cebb6dcf6af1833326b24ea6b59f8b4655faea6a6ee,0x2100dcef4f2c1a32ff192ff148b758191d57d79648987453d006750578b4956f,0xf1cb57ac272106344173597726cfdcd53fbf5f541a010ade395958097b686986,0x9ebaa50a9978871a1a40b45eca1d2008a2bfe8467bf4863f915566e729ba63dc,0x1e41e50a157a90231f69bcbf5f855d8adab6dc8a1f26a761e72152ffc1293a4f,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",30.5350 LDO
126,0x7F73D6242d5731E89D0d3A2c3E7Dbd3795b5dA8D,0x1a99224d3c98ad3a6,"[0xf8c3e50b548f1751ad45542807f18b16d4e436a4989922ce53d2ba9f4c10997f,0x1c7169231714c7bef2ed3d729ec2a13375bfcbed1f2c5cda2d22cceadd93fbf2,0x7946892090f71edf377b3ce4e2cda33bb65481207ed660ac966e3793afa23729,0x47d83f2b4fdbccf881d02c34136be52a7c976bd6e7bebc1d4d8cf1f5108c10fe,0x2a42dd8e406684c347c5c171b1e8059e5477d1a64c6bc69c0aa9317b1bb4770f,0x1e41e50a157a90231f69bcbf5f855d8adab6dc8a1f26a761e72152ffc1293a4f,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",30.6656 LDO
127,0x24456ABECB49846C0F8CfEAbB0687c652f005Cde,0x1aa865b2edc2af838,"[0xd168a73aeaea25a9f568fb8d874201dc80af93720f208ee1cf28cea182fdc59f,0x85ddd86d7df23991a955bdb79fe39f849d25df27c66399ed5f79e042fcd9eba2,0x37ad4401ca48358e7743ce3f9693b711366f8fbeda2b68e0274020f8e07b0c2f,0x4252dcb9c7fec3af369b2d3f281130b2dc6ae963e5bec38139dcab4dc91f44d3,0xa677f6fb232b668c42156e2850ede0530afc6cd428818d043f4914d551bd922d,0x9a59f55e3bde26586883a6ae9243a8fd6e6bd06a7c35a886c198fc6b12e99330,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",30.7344 LDO
128,0xB10a072C2a0Fdd8E32a2280eda473Bf0A335fe35,0x1ae1abb8ba490e10d,"[0xc2e6334668038408d1f65f428ed3a6cfb38d1c4c58ff272b0cbb981ddd04a31e,0x64ac11210f9dd0997c66623049a2f98a6fd71a5fecc6d9650ebee9706b6e8efa,0x0fc1b6741dbe646b979aad1c93732e2ac8ca16e7d265c43787b812d3b307b8d3,0x9cb547271a707656443cebe748f1bdf2afc28269351bc669df7eedb6e84adcd1,0xc4da267147e3016e2678e32f1cef69b270db190c4839051f35c96a24f674a8d8,0xcd3b8a83184dc3d27704fa26dd5cd10c969c2162c8a1eae9c631e0db12f684a6,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",30.9923 LDO
129,0x5DFb29bcFF2f6234a6b0aB960e884A69AAEdbAfD,0x1b23aebbc6f30f7c4,"[0x8c2729f3ce0331480901455a7bbc6c95ba3bde97ae1a35c74c8a1bc2b32034d6,0x0a8f3d36220bc5aa6156eb2c151a58549f0ae71d7b555cdd8a825db83d5e805a,0x6cc782d2073d8d26cf87a8dbebec36f6796e886af6253230b9b2ab67fdc50635,0xeabf0f68f9f47db40debce3b7bbc8aa6b9547e94f18cbef21e16e52fff531d64,0x0da0a58ca88daf1d95c011d20b343922150a69f6f8996b937f6f4bff7ee1e398,0xa1870e1c72ea5de02ab3648adbf2dbbb86a0e753099626c84c23c2cccfee45f5,0xf3f0fc2fca76f2f10bc2583f6e0c93e31c4d535c256b06a001141292c6d6be68,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",31.2896 LDO
130,0x105bCd766ad45BE0Ea68269a9133be2c8E0d27D1,0x1d6c440d92bb9f070,"[0xa9aae497f59b041fa9c42aba2c0640bed78477f3e27703010de79fcd112438ea,0xacefb36324d9197cb6db874eae672a5972150b14e660647cd6b14778eab112fc,0x6c7f5136d997ccd66ec5160184abda555121a2de7fba9d76adee23fb9e3f655f,0xb765f54cf0caf8001c7e0f3499a95d246056a0bbb23ab23567b24098e924cb9f,0x0e49ac40fe4b72d1ac6ea4851a6d8d0ffe0f9114eed42fdac06552a57acb346d,0x2d9c12e17641e88fdd69035049ce355f5346cd6195a7ccc7cb897902b1c0af57,0xbd70e83948a978ab5dce87f0e898792a192060715b84609e2dd37a18bd140afc,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",33.9223 LDO
131,0xE51d43E84A1b4472Da200aacd40B6b50f30bBD5c,0x1e3f3f0df82db03fa,"[0xb6a5b8b066836471ef9ed5449252966ca9c346f70e87464974e5d2bbc6cae4c8,0xf594b9ea0204197565e68a0959baf9fe53fac852c5c46cb8d47e3ba430709231,0x0ebddfa598af05e9c70824db3fec377fffb8c04f19e9809fd1ef483156af93fe,0xb3b7321ede38c23712285fed9ec2274c1e8eb94bd1b5aff6d19c4a24e002030a,0x525b2181c27974cc765c862f78398f8d05c4df6174a6064b73e28ed15012826c,0xb50bec83e84eddb39d57aef6224c5ea1234035c726da3f4b9d3ffdf9ffeff61e,0xbd70e83948a978ab5dce87f0e898792a192060715b84609e2dd37a18bd140afc,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",34.8725 LDO
132,0x30278a4bC54d7d7a753067312035D16E7af66038,0x1e42f86fa1bc2d6ee,"[0x88ee2237aab3211ac2709033efb003d3e37f068f0ec6f7f831999893d8bbbf04,0x22d8301294ae507144d1c84bffa3efd9e7c4713f89dbc1a6bfdf45b5bc75ae51,0x4251108c0bf1b7931b3f617347e983ccadd68844fbfc6514aadb9d989eb761a2,0x576acc85c64380278fd17895fe104e396eaba74bedca28267aedbc1131801f39,0x7b0019ded3cca04f21746a3e1cf2214751e292cc7c9d4b366f7ae5c434be5916,0xa1870e1c72ea5de02ab3648adbf2dbbb86a0e753099626c84c23c2cccfee45f5,0xf3f0fc2fca76f2f10bc2583f6e0c93e31c4d535c256b06a001141292c6d6be68,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",34.8893 LDO
133,0xE3B7c25BE8EEd2582725f1772846AD8EdE5e9970,0x1e73177b162c80128,"[0xa26da3b92c90e736ac7077dafc39e31ef7d352c7d29d9c94397464c5e861ed31,0x1c09439805a6d620cdfc28401be3e78b0609af5126efb4c8466ca55669591b5e,0x3758c8c6ea2a342202f153bf3baaf6cd811a9d4d1c0641c7d37950b27b026a3a,0xca418c5a851618549eccc39e74ffc76a541190dfbbfa92be15c7e8c813654eae,0x0e49ac40fe4b72d1ac6ea4851a6d8d0ffe0f9114eed42fdac06552a57acb346d,0x2d9c12e17641e88fdd69035049ce355f5346cd6195a7ccc7cb897902b1c0af57,0xbd70e83948a978ab5dce87f0e898792a192060715b84609e2dd37a18bd140afc,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",35.1060 LDO
134,0x78C4F2115c058DA94C39Fc92bB3CC41aAFB99A24,0x1f2d760ea8428c3f0,"[0x2ac0a573b1b223e6ce9e3e638565ef26c96b315a669abeb7be2f91dc76cec270,0x1b702f2e75e970926f4fa3c6645073f1cb66467aa4fe2f9348d8ec70bf2770d6,0x95086544466b3396a1dbb990ad980e73a198b1d12a66f5b9afcc0a49b91f671d,0xe4748671a8546c5ceeb404ab59389fb9d0a2ed3bc7230e9202b2d0a9c6cf22cb,0xc66eb5dd25bb7b4f5f2a1311e855901f4c12b52505a8a245e590ca16532a0da5,0x162af9d90087347e234c68a9b6d3c99991e73ae0292471667c8d043b8d9fed1a,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",35.9453 LDO
135,0x9cBB4195BEBb36EaA9e4af6272A741A97d7f109a,0x1f5bf895c2933dfc0,"[0xcfb72a1035eb42ccb53f51513e57159037d76311e9af5fa8aec81a161556def9,0xefa41cc08b2c64f3b155d34e1bae5a80855a7aeaef73303f19db6d5036622bfd,0xb09a410b90bf163bc529f6f7065c952165b29f6430374fef2e65a65ad583d9d9,0x4626f02f41df60615bebf09c9e718eb5110ccb5b2439ea3c3e2cfd23b63a22ff,0xa677f6fb232b668c42156e2850ede0530afc6cd428818d043f4914d551bd922d,0x9a59f55e3bde26586883a6ae9243a8fd6e6bd06a7c35a886c198fc6b12e99330,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",36.1548 LDO
136,0x0177eFAfd376e5597dBc2AA33a8b36d9b547B429,0x1f9024e37c0bade13,"[0xc5a4153226f5447ebdf729c8e7af14b9ed69fd07d76759de4f2f420de2e851f7,0x2fc6f7e8b98775fcadc0ce35d629b83089992426ea6c10386f1a94f6ec1a20b3,0x875b1f5c2e1efe9198bcde425804d445a968013da99b2f6fc92a4b6711536c9a,0x283fbd5430a3a949633e7d973a3abd1d89b7e52ba55343a23558685060329544,0x08d2079841f4d8f96c7794d0baaf9b2e9d05ab7757d27e81a031c2776ce88451,0xcd3b8a83184dc3d27704fa26dd5cd10c969c2162c8a1eae9c631e0db12f684a6,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",36.3897 LDO
137,0x9692f158E9B772d1722236F6844b6a0cdc75C2E0,0x1fa4465802a84466e,"[0xd43cda28bc347ac3a0aa394502fa89a0db27cd0eeab370ef79b525dedde2ce9a,0xbad739f92bed6dbaf2f2a456a6f0e0539ee9e40621fa6d59c236885f685139b7,0x55e36682bf0053dfa60889109d0fd85b61075857ea5a8462c99ad88c177b712e,0x2d941ba78b209699c4d1c9d78aa857f7c73b89506586136650a0cdd8cbec98e5,0xfd6cb1edc13497840ef56bd50eef9c2439939db06dcc42ecc4d404c3244fad95,0x9a59f55e3bde26586883a6ae9243a8fd6e6bd06a7c35a886c198fc6b12e99330,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",36.4804 LDO
138,0x2c550b31D919822B071d2f39c94ee6E699D6621f,0x1fab99c51c0c6057e,"[0x375635a61ec9a378e17fe921902f5d38b8188ffcca7ae6e4c4020f9fba7fd162,0xe6da41a1e53c05bfcfdfbeee0ddc646b27ca97d9c0b3133a415f82ee40bde08e,0x50bc655f2566b09eb10d80b199d58fbc28ec06849567850b73a2337c04d115de,0xe0cd223b108a4236f635c5600272a68da41295be86af9f04a1a16ba036149561,0x4a780f090a8ad326dae4d4bde6c552cbbb5eddb0a65828e21f2d6a15e8e67e3d,0x162af9d90087347e234c68a9b6d3c99991e73ae0292471667c8d043b8d9fed1a,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",36.5134 LDO
139,0x3cAcB4468B53FBA62Bb30eD5975A78864Ecf5Ff9,0x1fe46444eb9048660,"[0x8c7370fa26899cc0a7252c2109b43b8db5d3c643ae58df97a5309db0b3af8c92,0x4879bdb60fbd0fd7b77966ba65677a6c97075267ca922aad4a330564d127b9b7,0xec9f874a36c855274303981c08d95833a692e4ecd399c29e4a9947c159922545,0xeabf0f68f9f47db40debce3b7bbc8aa6b9547e94f18cbef21e16e52fff531d64,0x0da0a58ca88daf1d95c011d20b343922150a69f6f8996b937f6f4bff7ee1e398,0xa1870e1c72ea5de02ab3648adbf2dbbb86a0e753099626c84c23c2cccfee45f5,0xf3f0fc2fca76f2f10bc2583f6e0c93e31c4d535c256b06a001141292c6d6be68,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",36.7692 LDO
