index (uint256),account (address),amount (uint256),merkleProof (bytes32[]),"LDO airdrop amount
(don't paste on Etherscan)"
186,0xFCFA4369EAa965AC4e36f1Dd9fd2852C6542b0F7,0x12483750897cad000,"[0x75ac080ed6701680da9515e79980ea880878510f406be08ee075eb3b198a7d4d,0x713b640cfc65aff5d8e6e1787c5f1730e82b091459d5e4a07a4e238e0ed4686d,0x6cf03aa24c3a842538a4d0c0e5643330dd53d01f0a214afe2bac07b7c20e043a,0x047de064f9014427a03e761a3ff834fceb58ec0733d11bd3ddf3d60515928070,0x10815f9f6d56fba87fac6e1c830c9a81f556348d1d70f9aed011da2c95f35d08,0x20152213742eba7d0687b61fcb077a456eed8ae2b9fe278cde2d1c5a4ff98204,0x3abe33567533d0343fc1d4c0761562387788c990015181767b51a9bf478de65e,0xc31b4fec09edb45ed0e1e72184ad81c8100d5d2b2a17fe0d760b989b467b0ca3,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",21.0778 LDO
187,0x7fA5c668584300148d997dDA40D25E28EeBCF28f,0x126067d6841b4b000,"[0xc2b66be1b41b868c35fc80fbc18f51be08ba8c649067baa4fc73d02eeab83ef0,0x3700e8d43b8e3d2aca5d34afa45763b6055f525d10b5b6c9d5a65b6a1825d6de,0x0f7e633a90f2e4a97df3bcd11ff79af7da1ccf8305f55b0aa81fcc81c7d02700,0x10f5a8f55deebe5c40d4e28cebdacbb93d09ee4223efcd56f9407bd7aee2db43,0x7eca04ec60e513a8850029fa8895248c66c027aeda5763d76cbc4f3b722d774e,0xb9f235c43a09e01920e9b8d12d6b3b3dcfaf2ea1693924d4e7a9f94eb2bdc6cb,0x6c0f661f7c623f8f129a1de10f92427a86090940c718aebf93aea11745bb2d8b,0xf8b52d9c2af604b7dc89988d1cf40a388e0941e223f80f761e9a2e5bc61d52d6,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",21.1868 LDO
188,0x2D07C0A3C8033Af7e3eEe470b15A3a7831009268,0x12b7956b91fd3f000,"[0x4a49262904790a3a9bb8cf6548b2c32b90f4ca438dbed7436beee8486daae7fc,0xe2c9023557b792addc79b66a3463b3bd84a973d0ad6a98e6db62434d0e36d89b,0xa1d2014ac410fd4ee2fb4c802530e0490e3229ea7bee8bd212d91fe7316414f4,0xa3ff3122437c061bafae34c366ebe8014fdecb0fdb572a77165b90bd4a2d53ee,0xc6f2d9f9dfe5a26f807c9f25005409c27e947ac1fff662816e54b30878d75221,0x559a6dd17bf824072143a2d64c7780a1660d3d515f974a710ace6c15227cc72f,0x3fea9c8ede70cdf0d3fe28c0f9432d81c16df590301ce47cde7591a9051bdac1,0x7bbfb67bd371adc50d784a18d2c1a2a74a21c01866bf955a25610a6bf4c70ba1,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",21.5794 LDO
189,0x20F9E5a17b00350F1EAF9Ad18Bc5be0D54c0bc3F,0x130357a5e222db000,"[0x21f3ccb9f26c639522ae1506e0b0ad5384bc6a74781a9b51be384d5f266741a1,0xbffbefd92ac646c43e3d5cffb4d28771cfb454edfbc57c2baa31de4a34cfcbe7,0xb5510232b99b14f601e5e1602aeab68a70479104f186a8641643e333169ab9fd,0xe33f15398080650f6226ee05b64346ef7b4d653a5de7494bf7a6946d8f7f50fe,0xaa2398e48ae0af870402b7b1de0b5f22ffb5cb9b44036cfeb6044259f9708415,0x0ea64428b4da171f99867ce0ecf640660a8f71ff638cfdf3bfdedb3c510c0ba3,0x9e4832dec37b678184e2d5ec111fbe9b815125a45083c0fda81a8c5c9a707abd,0x730cc32a62543a50ab5b56c2caee89a7dcab839088561bf119fe7bc9ad64c508,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",21.9206 LDO
190,0x470F65878AD39d8f6aE0188d6Fa7F85dA3096906,0x13047358f84a92000,"[0xeaadf9e926c4f2c5a522993d8e9cc39e64d71ee9bcc9f2775dcbc357f77112d9,0x58aab752ccf361f649b4d4f27722424324658fbf677cd1d06e8ad2ec98045a96,0x673605459767cda244375b4fd3d996a285a1239df02d4bb3dfaa3c3e22ee87c1,0x0addee05be64eec5e73961c9c239650ff58c8e011027a843d365653215ba3a74,0x9478851c928edd6601ed28d79d361e2a9f48804373ab444ccade35293d467581,0xcb2c8505586c19c5537bc9c82665d2a1aa4e64b2dff79d9eba061c48d53a00b1,0x25c45a7a5a41d8b0af53217d1d73d14fd69455c18d52f56ff3f68e09264ee532,0xc7885def713d262f2331190376df15e8faa0678ec4c72f969bd3ce39086b2227]",21.9256 LDO
191,0x5938F4117D373D9e2424103eA456C84aA601cDA8,0x1370ef8c93af8c000,"[0xea0c431a6be836fe5bce295f18cd1a7d9d2d7f9b632b807b7bc5503b0507a89b,0x4fefacc85cce5e2555d0e72daf4d1da861912ba300f4b683ef0ba18870669bea,0x673605459767cda244375b4fd3d996a285a1239df02d4bb3dfaa3c3e22ee87c1,0x0addee05be64eec5e73961c9c239650ff58c8e011027a843d365653215ba3a74,0x9478851c928edd6601ed28d79d361e2a9f48804373ab444ccade35293d467581,0xcb2c8505586c19c5537bc9c82665d2a1aa4e64b2dff79d9eba061c48d53a00b1,0x25c45a7a5a41d8b0af53217d1d73d14fd69455c18d52f56ff3f68e09264ee532,0xc7885def713d262f2331190376df15e8faa0678ec4c72f969bd3ce39086b2227]",22.4141 LDO
192,0xcDA2cAA3c0514B4884705688Ea177128b52DEB9b,0x1393b62a69f54a000,"[0x652cdaf5c98b9f52759a9fe5081bd71d13dec123c73b23e320c89b3e69599a90,0x8c3946b22d7e9de67b9a68f8f7b707f6ef53a96e67ad2017c05f7b3faada47f7,0x3a8c8703dd7d5824f1dcf64a2264e0689e242eedcc39bf2d0143c65ef49b3241,0x606273cb4a8c176fb43b6c47595493d5a62ab52a1f35194232498e4803937a29,0x9c3e0e67be4fd3dc6321c569087a54029b34623c53605c95f801ad8c20ed8a38,0x105280d49991e5a54bc2281762a0f00e39bedaf80f4f19ec2c64c13f173859c6,0x843492c12a5e23bce0747fc5a5aad2d692118c062cb661301d9b3cc7633095bd,0x7bbfb67bd371adc50d784a18d2c1a2a74a21c01866bf955a25610a6bf4c70ba1,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",22.5707 LDO
193,0x57B1AAD720E191aE822572eb1D5f5A28D4904FE3,0x1397a8aa6dba75000,"[0x40d2f9c710b9076e717cdcd58696ef1f956a517ac84f4bdd76b3b1c69f5e4104,0xef5bed738feafe5911e2f335875e53b12b7aa2c8b42394ab08b926b7041fbd23,0xa9ee473ac0191a03a48e241430901fdaf5d05aa38cfae8a40d3b137457df058a,0x886c4a52011430e36c181479f80467cd4c808a3abba8773b727951b430d2a106,0x59a5873c80426f5018a94b1d85c2c02a4422c421f8954263ca559e2f641c371b,0x13241cf14024c2ea0c19fea8aee6be32e2af2c722b1ee0718f93a6e695a60edb,0x3fea9c8ede70cdf0d3fe28c0f9432d81c16df590301ce47cde7591a9051bdac1,0x7bbfb67bd371adc50d784a18d2c1a2a74a21c01866bf955a25610a6bf4c70ba1,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",22.5885 LDO
194,0x639d9794d8EdE40521817885c94e35FCD6B2AeaF,0x1397b0377b5f52000,"[0x0311cb7665860161748f97040e38f8a93965b10b16b868fdd35952818f972b9a,0x1749b45546838e0757d58fc8f659abbcad0a805185824bdda13c6324a6552b98,0x4a0b7c11fea036accbf45931f04f8685bdab52c1c9bc1d8a4f3f8172ba85bc31,0x85ff1f937f50fdb07829d7a576e97d6f5e4aec19ee9d3ff545faba6d6b74febc,0x78909d3ce204e0c788ff9103fbe1f353b3aa7cec6a242f16e863634818b90d6d,0x0b2d12d6c8a178312590a4de3ed6175a1d9a8bbd1d436c131ab57f2453638df2,0xa00fb7ad250197ac40e1238cc460fdc5ec2bdf213c14f71737ab18f52e842818,0x730cc32a62543a50ab5b56c2caee89a7dcab839088561bf119fe7bc9ad64c508,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",22.5887 LDO
195,0xb290e9188aeFB10Cda41B436deb1f1213Db3Fbd0,0x13cfc94f6f3cd6000,"[0xb5b2b447a0538db3ce9b3d0d29d9723686b94fb60b965a5df5cea5724a74a343,0x2a77ac1d35b9808aae14c5c373077849d09a782252ffaa112826e4815b3082e9,0xc18b575e19c4ea74493454b249072ad23fc40c93c08fd762cc47c2dd28c56d7f,0x4a9e2f5160f1b576bed4b0600e1ae43fcc948cc56e6794e8ba9857e0bc458d47,0xf183a12693dce727b1a595840f1017ad830d5fce78c6ba83f159432b7cf15def,0xb9f235c43a09e01920e9b8d12d6b3b3dcfaf2ea1693924d4e7a9f94eb2bdc6cb,0x6c0f661f7c623f8f129a1de10f92427a86090940c718aebf93aea11745bb2d8b,0xf8b52d9c2af604b7dc89988d1cf40a388e0941e223f80f761e9a2e5bc61d52d6,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",22.8413 LDO
196,0x4e3D9399C28c724293dd545225Ec843Ac4c9e953,0x13f6ff765fea29000,"[0x8787c4340a831ba4fedae0b31a03a0607816fd43315613c9ecb44f04c3631c23,0x5a001863d6512a1e63b7ad19f7d83c48fd5fa6c98710b5ae320d282cfefa3d6a,0xa5fda81de67d3188f354538c039842ff4ba4c81c0fc5eeb3dc7cecf648bfc35a,0x0807078c9ef3876cffa07a1487c766d269e17f4feddb2feb2a2e057f34ae49fb,0xbf40739c6b72aea1ff749ab66f55d1a5afe57f79c3d5de88a05294501ef1a1fe,0xf132bd4b6ddc870b592b39df6e7c95db63d9a9fb2c195ddb8389ed76f641abb3,0xed6b21986c75b0ded468aac47636b7ecf4f88b24d13109ecc8017b53ac124468,0xc31b4fec09edb45ed0e1e72184ad81c8100d5d2b2a17fe0d760b989b467b0ca3,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",23.0179 LDO
197,0x63a3bf655377E20f316261b83737b7aA68ED50B0,0x13fceefcec6457000,"[0xdf563898ecdda37ba17a21710ef7b58d0cd56988a2ad83cb87a7344e4ab0ce2a,0x8f7a26cc8c611056a0814ee88a430caad266f0c4c7c767cfa27cc8cf4d53a779,0xb874a8a9cee74ab595459f456e96a2e554f919546ffa8e3f94164716b388dc73,0x7f29555ad2dc56f262e95687274399ed4f75c3a132be2dc080b6637f84f17cd7,0x98c11e50913dfa8dd3cde853d054bafa1cfc38b7af82454539e87052a25fc979,0x6edfad579184a0900f4d86e61528707762e1d9413d603fbb85f5ae786ab82387,0x25c45a7a5a41d8b0af53217d1d73d14fd69455c18d52f56ff3f68e09264ee532,0xc7885def713d262f2331190376df15e8faa0678ec4c72f969bd3ce39086b2227]",23.0446 LDO
198,0xe10Dcd584870f61Cb54c39Ac43d969C8ddA9d2a5,0x140e7b6d91e017000,"[0xb5956889c042f12fa54b010b87c333dd598d907b23f7d3406d81ac44e8413cb1,0xcd7fe4d217596ac23b1c94f6122f5eb6c660fbba1e75e123e2fbcc23a90dac63,0xc18b575e19c4ea74493454b249072ad23fc40c93c08fd762cc47c2dd28c56d7f,0x4a9e2f5160f1b576bed4b0600e1ae43fcc948cc56e6794e8ba9857e0bc458d47,0xf183a12693dce727b1a595840f1017ad830d5fce78c6ba83f159432b7cf15def,0xb9f235c43a09e01920e9b8d12d6b3b3dcfaf2ea1693924d4e7a9f94eb2bdc6cb,0x6c0f661f7c623f8f129a1de10f92427a86090940c718aebf93aea11745bb2d8b,0xf8b52d9c2af604b7dc89988d1cf40a388e0941e223f80f761e9a2e5bc61d52d6,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",23.1237 LDO
199,0x6DeD5ac476762a9f7927414A7c57015c7D979050,0x1413748dfce22a000,"[0xd55752807bedbd5d41c5e6389c2ba6adf935bed1d3324645aac4747bf94999ca,0x65ccbc264a225283b197f2c75b3b1c698b6c7982a94b162dc455315a3e33d066,0x694d4188acf2924d9cd9d207fed4967bb7a0b58e04745afe7e2b4af601ceafda,0x95d3146352c9208349ae739b72489332ac90fa7dc99369727819764f907477fa,0xcca76d685e039633078fe409a8a1438a43017815db3f44c26ba692d5155b5165,0x6edfad579184a0900f4d86e61528707762e1d9413d603fbb85f5ae786ab82387,0x25c45a7a5a41d8b0af53217d1d73d14fd69455c18d52f56ff3f68e09264ee532,0xc7885def713d262f2331190376df15e8faa0678ec4c72f969bd3ce39086b2227]",23.1460 LDO
200,0xE9303D08D0F75C72e6E74D3D30547a0DFE78F557,0x14137bd2ba0b61000,"[0x8dfba84b8995b8b6dd21ad2534e3aba4650b2b4875f56002d62b570e25a34b19,0x9fdb2a0b7e5e2f78660eaf9f33b7182c489fea6d1c766d87dd1dea8e30cc2b87,0x362af65d95005ad4ed313272f0621b673cf4390615c15dcb4a715d91460bb285,0xf4bc665921f6ab491555e3bba38c30fb6006e9b54474956723374bc7ad5179e6,0xb149623d0fa90de3d20554f9f4f775386517c8366bd35eb1950cf94f43cedada,0x87f9ff86912a5ef1d1e5c2273056ea7555cee6a734bb739d59fe21ac708c8f2f,0xed6b21986c75b0ded468aac47636b7ecf4f88b24d13109ecc8017b53ac124468,0xc31b4fec09edb45ed0e1e72184ad81c8100d5d2b2a17fe0d760b989b467b0ca3,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",23.1462 LDO
201,0x197bb67773A1aDb0E3d19D9150BFA1E490bA581c,0x1414ba37727ed1000,"[0xe4da09098c964c2e428aa9427ba03755d3843bdbe969c85e15a51f2d02c00447,0xac07e315e8d0409559864a77fd9da3849a0e20ebfa5c98835e9e1058592d7c1a,0x509d13c40c5f582daff7f8be1d6f866927cd4b340b4c5da2a4cef5697d6c7ea4,0x05a0e77e73456272799af3e6eeb5a3ac26bf5981ea41e8de9078939297f7964d,0x51cba7fad08b701d0034eec9f133a871346594eb49f4bd4c409fad1430934c44,0xcb2c8505586c19c5537bc9c82665d2a1aa4e64b2dff79d9eba061c48d53a00b1,0x25c45a7a5a41d8b0af53217d1d73d14fd69455c18d52f56ff3f68e09264ee532,0xc7885def713d262f2331190376df15e8faa0678ec4c72f969bd3ce39086b2227]",23.1518 LDO
202,0xB11A0Ce3A6EA30D8aA906E0f84eB92be8aF5aFcb,0x14169d1cbf422e000,"[0x257fd1bb861c5b6ba70d66cb1b96d9d095f1a657730bc00ec7903895b20b1ba8,0x7d40b5b2f2c0c2c34911cf32a16461a8bd71c6ba2c25bb3b1ca1f5d1c6f308ea,0x8a47ead2ee2b482e4ded930e80eb2bd36a3d6fd6b99d9d116a91626b5a4af104,0x47d3de5e2259a7da7c1790b6d1c43e4459603e03f868a0dd201788e66b1d438e,0x2b00866c690904d18b2c395365e9fdef1bfa830582b10b62429d34bb64c97b96,0x2eead6e3476a1c3174efc99c70842f4da3d305b9f521c2136886f775a9936659,0x9e4832dec37b678184e2d5ec111fbe9b815125a45083c0fda81a8c5c9a707abd,0x730cc32a62543a50ab5b56c2caee89a7dcab839088561bf119fe7bc9ad64c508,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",23.1603 LDO
203,0x4B95093Afa655Af6d24299901eF1bB6D5FDad944,0x14210895295e21000,"[0xb4360575c3263d181ac49b1c15a0257e2df9c2663739104a2b7c71defe2c4ff1,0xa473d36e37e3414ea32809763d2b47e15c94561708b9f92e3050e3ee50380d94,0x3eb1b87fc0184cfd27bd2269fe4750775aebe18977975799418fd5f923a049f7,0xaf49fefa4d24b5767bd6d3b14e4797142d6007aabb82985b895a5919b4533532,0xf9d27dc8c0bcc2c9326036732aadfc1a83276c494f129406fbacb5ae9f8ab13d,0x594168227694ef4acbc5bb752751019344e4b404a9f32b64b6adce6e68460c3b,0x0fd9b54d14fb34d717e78d20b65ae176130e24bd201912a4361dd9dc82155e0e,0xf8b52d9c2af604b7dc89988d1cf40a388e0941e223f80f761e9a2e5bc61d52d6,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",23.2072 LDO
204,0x9Ea51F43D98Cb81B33C95b9d21EB86b87f956452,0x14210895295e21000,"[0x62dbc05f9674fcf3e8a76f3163608fda1af0a00428735534251c28724133193d,0x907e9a19305782bd6881193a8a82d8791e4e3756a0f8b4e3ccd47842995f7ebb,0x52482edf0ffb3496697da351261f6d64c32900419840c8ef0b77598fdd478f6a,0x606273cb4a8c176fb43b6c47595493d5a62ab52a1f35194232498e4803937a29,0x9c3e0e67be4fd3dc6321c569087a54029b34623c53605c95f801ad8c20ed8a38,0x105280d49991e5a54bc2281762a0f00e39bedaf80f4f19ec2c64c13f173859c6,0x843492c12a5e23bce0747fc5a5aad2d692118c062cb661301d9b3cc7633095bd,0x7bbfb67bd371adc50d784a18d2c1a2a74a21c01866bf955a25610a6bf4c70ba1,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",23.2072 LDO
205,0x87d91aE058e170AbBC82250b641977700a8fd817,0x14210895295e20000,"[0x06497654cf7d6cfbab32a7f0f90620182ee2fecd0523bc8acca41d1eb9c7d566,0xea55085fd0896598018e14f032030e75f55dc203c4db58f37fe5e85c93b31bfb,0xaf52252341e447eb22d6b562e2e7cf91bca7f5881dc3583c88ec6dd30a83a482,0x56a553dafa20724e4bf5ddbf23b60a8a7a138fc5d98dac1d279f8eaa299d6e4a,0x3db079f397c266dfa2dfc2f43ddeb7d9d611babbbd6c3ddbe4a699b2e57840ef,0x0b2d12d6c8a178312590a4de3ed6175a1d9a8bbd1d436c131ab57f2453638df2,0xa00fb7ad250197ac40e1238cc460fdc5ec2bdf213c14f71737ab18f52e842818,0x730cc32a62543a50ab5b56c2caee89a7dcab839088561bf119fe7bc9ad64c508,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",23.2072 LDO
206,0xe1c8D20d17715e070228ed99EB5411D17Ddaea94,0x14210895295e20000,"[0x00ab1bec516cfa867ae47846041b2f96fbeeb8d587f06e84b86c5154fa18afaa,0xe26746a9fa5305fe4d0836353e8cab0008044e0ccfcdf9dd15de05672c7b0104,0x106dce17e79581942b43d4e587501f49a53b91658f81562014b4c256011189a7,0xacd89e966d281f14fae1809844c56ea111394d5ac87524f8a3efd02d70b39f80,0x78909d3ce204e0c788ff9103fbe1f353b3aa7cec6a242f16e863634818b90d6d,0x0b2d12d6c8a178312590a4de3ed6175a1d9a8bbd1d436c131ab57f2453638df2,0xa00fb7ad250197ac40e1238cc460fdc5ec2bdf213c14f71737ab18f52e842818,0x730cc32a62543a50ab5b56c2caee89a7dcab839088561bf119fe7bc9ad64c508,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",23.2072 LDO
207,0x28cF547faBfc35ab3a39b92AC1dD351Fe85177e9,0x14210fa6514a8f000,"[0x07083541740273afd7d113db7fe4853e35c4fdd075a3de52fe957423fd064447,0xea55085fd0896598018e14f032030e75f55dc203c4db58f37fe5e85c93b31bfb,0xaf52252341e447eb22d6b562e2e7cf91bca7f5881dc3583c88ec6dd30a83a482,0x56a553dafa20724e4bf5ddbf23b60a8a7a138fc5d98dac1d279f8eaa299d6e4a,0x3db079f397c266dfa2dfc2f43ddeb7d9d611babbbd6c3ddbe4a699b2e57840ef,0x0b2d12d6c8a178312590a4de3ed6175a1d9a8bbd1d436c131ab57f2453638df2,0xa00fb7ad250197ac40e1238cc460fdc5ec2bdf213c14f71737ab18f52e842818,0x730cc32a62543a50ab5b56c2caee89a7dcab839088561bf119fe7bc9ad64c508,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",23.2073 LDO
208,0xCCA853211290D25d145F53c1c19366Fb36685c56,0x14212189a609ed000,"[0xa581d3785a550e30a76a081dd691cf4704a85a3452d43ffb0322a0d46b072e7f,0xb2b314fb48bcd5fe011fbe2cdea29cd1f158405180819b33996c648a1264fe3d,0xfc18b8117294b875575797b35a994209b2bb65534566884fc9e870e590235b0b,0x3af164056a4a2656a30a6a388d0520715d9f83fa5b2f79e6c63be184f6c0cf50,0x57f65424713a5c826e7cdaa404aad11ebd86e912046eb04bdf3ee09b9bcee9d9,0xc456ab49f4a2e303189a2ddd885f2e9268dc8cbec304d43bc9f6d7f1358468de,0x0fd9b54d14fb34d717e78d20b65ae176130e24bd201912a4361dd9dc82155e0e,0xf8b52d9c2af604b7dc89988d1cf40a388e0941e223f80f761e9a2e5bc61d52d6,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",23.2076 LDO
209,0x9a216De742Ab8674983F9d263D2cf2061E1e0750,0x142293620ea851000,"[0x8c2b65d7b79789dbf3e1320c120017aa712ad60e97ba2fc3451aadb3db6ebe5e,0x0cc4e86407947aab50447bd56859aaae75bdca9b2577e2b423c891f0943a3268,0x125ce836d42768fe9dd6c36c18e6499a3d10647b5cfb9c17f1e7cccc2585fbf6,0xe2beb4586bf865e146b697c2baed719d0022115a51184c5285f0f64f98dc92a5,0xbf40739c6b72aea1ff749ab66f55d1a5afe57f79c3d5de88a05294501ef1a1fe,0xf132bd4b6ddc870b592b39df6e7c95db63d9a9fb2c195ddb8389ed76f641abb3,0xed6b21986c75b0ded468aac47636b7ecf4f88b24d13109ecc8017b53ac124468,0xc31b4fec09edb45ed0e1e72184ad81c8100d5d2b2a17fe0d760b989b467b0ca3,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",23.2141 LDO
210,0x82F9eA8D814A6eb335cFe17500CdcbB69c7EBbFE,0x1438e77b6729c7000,"[0x1d79c1aef89c59b0813d91e05753cda095fb0028b891b3b373c31dca16f037ee,0x1e08444a94595010bfa6ae9a0b69b19a22eed2a50288756a3e46c39d726f918c,0xd7cce95dec8348c461d1a2472a311d15b7aac29b979455240aa1c39e49e46c5c,0xa8928109b40383e6d2118bf0c12ac9af4fa15b8dc8d7293255885da5c8cb2f39,0x020a6879dbdbd0f82ddb83d004730153668f94d0f6a4a09482e14752e4c7b49a,0x0ea64428b4da171f99867ce0ecf640660a8f71ff638cfdf3bfdedb3c510c0ba3,0x9e4832dec37b678184e2d5ec111fbe9b815125a45083c0fda81a8c5c9a707abd,0x730cc32a62543a50ab5b56c2caee89a7dcab839088561bf119fe7bc9ad64c508,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",23.3147 LDO
211,0x8eF800923c05F989bF4d8d0879A6AEEEAB3348BD,0x144936835007e4000,"[0x664c1d374ab29f8fac11cd1237e64130c83e177104e0f36a621595c6ff1638c9,0xc982fb5db993656edf0cc0c83c7686324973318f8d2debf50dcb859fef6a02ea,0x3a8c8703dd7d5824f1dcf64a2264e0689e242eedcc39bf2d0143c65ef49b3241,0x606273cb4a8c176fb43b6c47595493d5a62ab52a1f35194232498e4803937a29,0x9c3e0e67be4fd3dc6321c569087a54029b34623c53605c95f801ad8c20ed8a38,0x105280d49991e5a54bc2281762a0f00e39bedaf80f4f19ec2c64c13f173859c6,0x843492c12a5e23bce0747fc5a5aad2d692118c062cb661301d9b3cc7633095bd,0x7bbfb67bd371adc50d784a18d2c1a2a74a21c01866bf955a25610a6bf4c70ba1,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",23.3882 LDO
212,0xbfeceC47dD8bf5F6264A9830A9d26ef387c38A67,0x144f415af7476e000,"[0xd673c83fea53a23ab523becbb594d9e298ae442fc890f1ab5e1e6f8fc1667200,0x3d32a388f1d8387af540dd649f54e3bedced861eae52b0f18cd9e2197efe99a3,0x241b03a4c55959c8988088ec4efb35a137a3029ee654a49a6ff3df309925a39c,0x4af8f9ad67489bb8130b3605d19d2c49934ad8a6b48a855d27db8e3715b000fc,0xcca76d685e039633078fe409a8a1438a43017815db3f44c26ba692d5155b5165,0x6edfad579184a0900f4d86e61528707762e1d9413d603fbb85f5ae786ab82387,0x25c45a7a5a41d8b0af53217d1d73d14fd69455c18d52f56ff3f68e09264ee532,0xc7885def713d262f2331190376df15e8faa0678ec4c72f969bd3ce39086b2227]",23.4154 LDO
213,0x5519eDB12908D9b48AF4774689b62Cc4f16eb3f1,0x14546ac74afa7e000,"[0x17ca65fa4744767c8efb1d25e221ee34d84136424143bd81deab9bc5ccacd8cb,0x3730763ac7b43edb2175a51b9a533fc283c84bb7698c444024e6fabd1a97c754,0xa0b92f41ed8de45d8dba060481b32dc3f767a26fb1ac8c581d855f1947d363df,0x25a83883b9198feed9c8926bd3eccbd5e91e851aea3213a89db90e816374ba2b,0x020a6879dbdbd0f82ddb83d004730153668f94d0f6a4a09482e14752e4c7b49a,0x0ea64428b4da171f99867ce0ecf640660a8f71ff638cfdf3bfdedb3c510c0ba3,0x9e4832dec37b678184e2d5ec111fbe9b815125a45083c0fda81a8c5c9a707abd,0x730cc32a62543a50ab5b56c2caee89a7dcab839088561bf119fe7bc9ad64c508,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",23.4386 LDO
214,0xdc75eE5956E0a4068268cE928479212E69e9F1EC,0x14546ac74afa7f000,"[0x20c1d43ff6b44ff28e47b3c5176cb13a0b8937f21fb50b3cc2445fbe770abf10,0x70dda99812b0a4e01c2fde21dba6f4597e96f33fe7085decae09027bdadf4b30,0xb7eb6fecc1db39d3ee86fb255d2f3cf951682973a64253c66158a2279532adcc,0xe33f15398080650f6226ee05b64346ef7b4d653a5de7494bf7a6946d8f7f50fe,0xaa2398e48ae0af870402b7b1de0b5f22ffb5cb9b44036cfeb6044259f9708415,0x0ea64428b4da171f99867ce0ecf640660a8f71ff638cfdf3bfdedb3c510c0ba3,0x9e4832dec37b678184e2d5ec111fbe9b815125a45083c0fda81a8c5c9a707abd,0x730cc32a62543a50ab5b56c2caee89a7dcab839088561bf119fe7bc9ad64c508,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",23.4386 LDO
