index (uint256),account (address),amount (uint256),merkleProof (bytes32[]),"LDO airdrop amount
(don't paste on Etherscan)"
332,0x6CF51FDeF74d02296017A1129086Ee9C3477DC01,0x57d884e750d9f0000,"[0x7e7a19e8e534bfc1f9974b01039ba91852a2d68b45ea330b38216673ccb20db9,0xe3fe3961d8f05128a09ebb159fe05dadab666bc68b21e0b20950a96486eeeac7,0xe31a7ccdf8a31cbf1f2c9e5b21e5fb44200e5e7e4adfafd43f759bfaf8eb7f2b,0x21d956a40e2325540a8c3817d25e3ddff709151db3f3c29ba1e6122c60ecabb6,0xcb4a60284044468fea3cf93026e7feb67d7f54bf56475a13d437a2a16b8e8e3d,0x20152213742eba7d0687b61fcb077a456eed8ae2b9fe278cde2d1c5a4ff98204,0x3abe33567533d0343fc1d4c0761562387788c990015181767b51a9bf478de65e,0xc31b4fec09edb45ed0e1e72184ad81c8100d5d2b2a17fe0d760b989b467b0ca3,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",101.2793 LDO
333,0xefb50AE41Bc8792C55041b32C02e9Caf3f393A74,0x58acf803f582bc000,"[0x5e97129c07fb6a4a47a5ba592e3dfdf415099a2407a6a1563e6779d7edbb7c31,0xbff53b4366549af22c8f2cfc89f3193ae3f9bd1d5d7fdb78a0177895c73dfd12,0x9bcd80813097dcaaab54d1726cbdd91fcabf09564c0513e435ddf5bf8bbc2e92,0x6c0468c9672127f9b02da950d9deed023556e68245ec4ef56c7e2f8d3dd134ed,0xf3e09d24f3ac9c813e517f99ea97a66c8738155fad6851cfc3022162f30d84ef,0x105280d49991e5a54bc2281762a0f00e39bedaf80f4f19ec2c64c13f173859c6,0x843492c12a5e23bce0747fc5a5aad2d692118c062cb661301d9b3cc7633095bd,0x7bbfb67bd371adc50d784a18d2c1a2a74a21c01866bf955a25610a6bf4c70ba1,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",102.2361 LDO
334,0x5d49C7f7330907Fd67401782f95d93c3fF7305dd,0x5c104f14b2c8b8000,"[0x0e67878e532e3dc3fa89b1e1f9ad8e76fc4c462bcaf655e26f20e107b4d25a30,0x897db0a24ea7547caa8b4822636525bd79642ef301cb54086dc744ccbbc73414,0x6cdde96cdb9dc192679e742c6bb2562d01511b512aa2f60ca8450849b85a1a0f,0x90c2a9b8477e1c4157aa4da8e1302ec5104315b20ea2024661db515887428873,0xaf12abafa1df984e2b01ec22c9d1595b26308b9fd0652ac967c9857aee329d90,0x8f3a708c4d2e76b00811b7a43a4c4b22364c7750bda5d4de29922edefa3265d1,0xa00fb7ad250197ac40e1238cc460fdc5ec2bdf213c14f71737ab18f52e842818,0x730cc32a62543a50ab5b56c2caee89a7dcab839088561bf119fe7bc9ad64c508,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",106.1422 LDO
335,0x8e364ee583f7447fCBA4Bdc85911f83FA2dc0664,0x5fc426298a438c000,"[0x734710a2ccadba4347a3eb3ba1c1ae3b8de2f2b35588667f6f88d9437d4c1da0,0xa4865d24d7cba12de9487555371df71d3d16dce21644aac10a0ee5d75b93e201,0x8ba5e89856509d5160675cd927c7e134e547d0672b1188dc6968c4af29867561,0x970abc3207a28910b1fb8354d7f9e43496db2802795ee8af1259da148d514f29,0x10815f9f6d56fba87fac6e1c830c9a81f556348d1d70f9aed011da2c95f35d08,0x20152213742eba7d0687b61fcb077a456eed8ae2b9fe278cde2d1c5a4ff98204,0x3abe33567533d0343fc1d4c0761562387788c990015181767b51a9bf478de65e,0xc31b4fec09edb45ed0e1e72184ad81c8100d5d2b2a17fe0d760b989b467b0ca3,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",110.4109 LDO
336,0xfDdd7Bd6d76902d61B5f3f94f76f4542b2857cD1,0x618106c6eec4c0000,"[0x465ebf16903359fc6977f5efb101e48f11dd48182308c244dad7b68a276b94cc,0x6845668f5abfe8caf30843348095fec4ac548e852a9fef2ecb47d197d675f473,0x69c8dfdf1dcbaba9229afdf9fead4f2b2a8c623190c8b71efff2c434fd3581d3,0x5404ab30a8b6f1c649d0aefc628ec6c58cf159dbeaa94f31e5412cd846c52337,0x66e524121c96204d0a9ee57e27c7cd6ce57a2f03e3c6b9a504259a183f786c9a,0x559a6dd17bf824072143a2d64c7780a1660d3d515f974a710ace6c15227cc72f,0x3fea9c8ede70cdf0d3fe28c0f9432d81c16df590301ce47cde7591a9051bdac1,0x7bbfb67bd371adc50d784a18d2c1a2a74a21c01866bf955a25610a6bf4c70ba1,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",112.4145 LDO
337,0x90C211bb40EfEF1Ac9a8705A0824F493731DA0fF,0x619140bf82de08000,"[0x6fe66d7612689dc6f6a0f36ce36bdbc701847a624f635f386cd7255b219e4f8f,0x12854d2747e2c30896a00a2e899acf520d7e8a9d2d680418c870b7f557f772e3,0x3380899f0dfa841d9fcc6fcbcc3bddc48d7942a925b439d1ffde769f76fae163,0x4b6dafa789ab099c976632f1df5c15e194990abddb443374eef0cd90ba32b95c,0x7a08aa3fd7fe4ea673e97ec1e0dfee38a6c162abb6670da87acd6805b60610cd,0xe50584b384f99f430a4e48cf582a1258140ecd5c28662fe10b1334648176eb07,0x3abe33567533d0343fc1d4c0761562387788c990015181767b51a9bf478de65e,0xc31b4fec09edb45ed0e1e72184ad81c8100d5d2b2a17fe0d760b989b467b0ca3,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",112.4875 LDO
338,0xf5c1d55e94726962b4b517C949120C42D646e455,0x62082c8f916de4000,"[0x8d2753a267ca885053969cd9e68581f2b7a219b81ead329a34c628ddbd8cfaa7,0xbea8e824756509bc8a09765e6089729f5811fa2b608048847a36bfa2dd386637,0x125ce836d42768fe9dd6c36c18e6499a3d10647b5cfb9c17f1e7cccc2585fbf6,0xe2beb4586bf865e146b697c2baed719d0022115a51184c5285f0f64f98dc92a5,0xbf40739c6b72aea1ff749ab66f55d1a5afe57f79c3d5de88a05294501ef1a1fe,0xf132bd4b6ddc870b592b39df6e7c95db63d9a9fb2c195ddb8389ed76f641abb3,0xed6b21986c75b0ded468aac47636b7ecf4f88b24d13109ecc8017b53ac124468,0xc31b4fec09edb45ed0e1e72184ad81c8100d5d2b2a17fe0d760b989b467b0ca3,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",113.0231 LDO
339,0x834D19C0565f0a25dD479907d696C197930427e5,0x648ebfcd32b2e4000,"[0x37c1903fe88ef06cfaf7cfbc6fba838170654e9d3a2e975b72613881afcdb75a,0x0faf0bfaa03d4e9b993c31227a470a81fea34722484a0bca0521f23f2c6c9e87,0xca2633cb0e34da7761395e7df56f11c1edb351e316c507b97c239e5f6742c411,0xb383158d972ceec0262e6db2bf4911e7d324ab937a2018327051eae5b08aa84c,0xafcabeb53c2f773dbe4c156109dec1bc6925898e3fac65244d46aee2face76d7,0x13241cf14024c2ea0c19fea8aee6be32e2af2c722b1ee0718f93a6e695a60edb,0x3fea9c8ede70cdf0d3fe28c0f9432d81c16df590301ce47cde7591a9051bdac1,0x7bbfb67bd371adc50d784a18d2c1a2a74a21c01866bf955a25610a6bf4c70ba1,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",115.9350 LDO
340,0xffC18B6d130847aB467461cF0fC62a2cBc63b96b,0x6815f067354dd8000,"[0x24b2f9cf607a7c2043a3025486eebd8d27adb13be315ee8916705c6e4eed4c73,0xffdc481c37dd254db57751e1497a2bce781a64d18dc6b4185cbbf1b1288d70c2,0xe0192db3befe6799aaf6ba433ec45902107b0390d6f45927e6c944ed3509f408,0x3423c48022f9a34b9cbc898954f29becb4391f1543bcd1000961cb3b66ca0933,0xaa2398e48ae0af870402b7b1de0b5f22ffb5cb9b44036cfeb6044259f9708415,0x0ea64428b4da171f99867ce0ecf640660a8f71ff638cfdf3bfdedb3c510c0ba3,0x9e4832dec37b678184e2d5ec111fbe9b815125a45083c0fda81a8c5c9a707abd,0x730cc32a62543a50ab5b56c2caee89a7dcab839088561bf119fe7bc9ad64c508,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",120.0026 LDO
341,0x369987DEcD26Db2B72C1218eA6692B79FdE04d24,0x68ffbc3c575bd4000,"[0xd3794a4b75bd2987926f95f44c3a02d9202274137dcaa5e3a665adf30efaf553,0xd0e40b8a78cc838213c7d571c69be4223fbd15aa8dabee42acb13d41ad4ecd8f,0x87e651d75a99acadd5603186374107e31ef2c0756ea748f2c40b1b660d705903,0x95d3146352c9208349ae739b72489332ac90fa7dc99369727819764f907477fa,0xcca76d685e039633078fe409a8a1438a43017815db3f44c26ba692d5155b5165,0x6edfad579184a0900f4d86e61528707762e1d9413d603fbb85f5ae786ab82387,0x25c45a7a5a41d8b0af53217d1d73d14fd69455c18d52f56ff3f68e09264ee532,0xc7885def713d262f2331190376df15e8faa0678ec4c72f969bd3ce39086b2227]",121.0556 LDO
342,0x9c1B3c73f0113EBfFeB3c7F18429BEe66232A059,0x6a320c268e7f00000,"[0x5d065a8eff50bf5a29b624a93a6f687a22b61ee4412547e7f9705774e1268493,0x5c3c17035efc4496e040a1c9135e1ebbd8d4066d95b5849adb2c9c99f7172b51,0x4b0ce28d26a25eb3526f751b066064b4f01d8105e924c54a878dc5f6fe93d47e,0x47b2c475cdae5dbc71de0e82383103665fc2e6a9f4f22a419cc1b115516c7981,0xf3e09d24f3ac9c813e517f99ea97a66c8738155fad6851cfc3022162f30d84ef,0x105280d49991e5a54bc2281762a0f00e39bedaf80f4f19ec2c64c13f173859c6,0x843492c12a5e23bce0747fc5a5aad2d692118c062cb661301d9b3cc7633095bd,0x7bbfb67bd371adc50d784a18d2c1a2a74a21c01866bf955a25610a6bf4c70ba1,0x162d14a519d52626b10b1b7674ffae9194e78de8f2626a0f26de8151baaa494d,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",122.4351 LDO
343,0x6beDd289ba1DFbfB78e11ca21555bebD10DaF0aE,0x6aad0871fca660000,"[0x790e4b0e5092bf9ab0fee35f534b3eeb1e594403bb40cd9340f08a31aca5c55e,0xea2a055741fab9dfb7c568def9efb3201ec8bdd6b3a82ac7174dba7b2de2ca88,0xd07d90bd603d85d0b011cb6182fc8b14873dd7b66a2e1888496ff947bcd9e80c,0x2a4b44a0c4887b78ee438ce0d2795c40279f69616f9aaadea60b132d29ba3a37,0xcb4a60284044468fea3cf93026e7feb67d7f54bf56475a13d437a2a16b8e8e3d,0x20152213742eba7d0687b61fcb077a456eed8ae2b9fe278cde2d1c5a4ff98204,0x3abe33567533d0343fc1d4c0761562387788c990015181767b51a9bf478de65e,0xc31b4fec09edb45ed0e1e72184ad81c8100d5d2b2a17fe0d760b989b467b0ca3,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",122.9890 LDO
344,0xD6F98cF8c14E31837398d25A308823582386C284,0x6bca8e05e68a68000,"[0xd31d5b3317323d2a792db48e6aadf5911d1e0b996783813c299db99e13742e44,0xd0e40b8a78cc838213c7d571c69be4223fbd15aa8dabee42acb13d41ad4ecd8f,0x87e651d75a99acadd5603186374107e31ef2c0756ea748f2c40b1b660d705903,0x95d3146352c9208349ae739b72489332ac90fa7dc99369727819764f907477fa,0xcca76d685e039633078fe409a8a1438a43017815db3f44c26ba692d5155b5165,0x6edfad579184a0900f4d86e61528707762e1d9413d603fbb85f5ae786ab82387,0x25c45a7a5a41d8b0af53217d1d73d14fd69455c18d52f56ff3f68e09264ee532,0xc7885def713d262f2331190376df15e8faa0678ec4c72f969bd3ce39086b2227]",124.2748 LDO
345,0x1A35832C6Db87868092Bacd02b6e39305bc0EDC9,0x6c127c717df3e8000,"[0xb4cb197d18ab8b5060184c7fe93a75ed64a83c4d57c5d1bfbc47588db14982a2,0x0eee9743729bfc9091642a607aad40c1ac50472ff30f5b9376865302c3fa01f7,0x3eb1b87fc0184cfd27bd2269fe4750775aebe18977975799418fd5f923a049f7,0xaf49fefa4d24b5767bd6d3b14e4797142d6007aabb82985b895a5919b4533532,0xf9d27dc8c0bcc2c9326036732aadfc1a83276c494f129406fbacb5ae9f8ab13d,0x594168227694ef4acbc5bb752751019344e4b404a9f32b64b6adce6e68460c3b,0x0fd9b54d14fb34d717e78d20b65ae176130e24bd201912a4361dd9dc82155e0e,0xf8b52d9c2af604b7dc89988d1cf40a388e0941e223f80f761e9a2e5bc61d52d6,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",124.5988 LDO
346,0x4d109339d3bE9C431C80107Ae178Dc5e39f885F9,0x6c196eecf5767c000,"[0x708b36eb629a24de42cee15e21175bca11fd544767613c4243e191d654a9d16a,0xced7f4711d850ea3556f5fe7caac2079b936691be5529236db05a5e91daca487,0x3380899f0dfa841d9fcc6fcbcc3bddc48d7942a925b439d1ffde769f76fae163,0x4b6dafa789ab099c976632f1df5c15e194990abddb443374eef0cd90ba32b95c,0x7a08aa3fd7fe4ea673e97ec1e0dfee38a6c162abb6670da87acd6805b60610cd,0xe50584b384f99f430a4e48cf582a1258140ecd5c28662fe10b1334648176eb07,0x3abe33567533d0343fc1d4c0761562387788c990015181767b51a9bf478de65e,0xc31b4fec09edb45ed0e1e72184ad81c8100d5d2b2a17fe0d760b989b467b0ca3,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",124.6301 LDO
347,0xD1842504aC51cd693Ac1e435fB335bAB4fD47ADE,0x6d451cc10a1f8c000,"[0x6fafd077dfb49a9d1e8f7b272d5e1996f62fe43ec4447d029f8366280db66b6f,0x96e91e5b35da69f0cc3c2db16c8a3a5b792f79b343dddbc875953689c28e94a9,0xff101df653a91fc4927bb2c407da910811219b03813cb28edb31d7a2175ae53a,0x4b6dafa789ab099c976632f1df5c15e194990abddb443374eef0cd90ba32b95c,0x7a08aa3fd7fe4ea673e97ec1e0dfee38a6c162abb6670da87acd6805b60610cd,0xe50584b384f99f430a4e48cf582a1258140ecd5c28662fe10b1334648176eb07,0x3abe33567533d0343fc1d4c0761562387788c990015181767b51a9bf478de65e,0xc31b4fec09edb45ed0e1e72184ad81c8100d5d2b2a17fe0d760b989b467b0ca3,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",125.9797 LDO
348,0xf5703a9942B2831bb3A67649C504bBB669446EB6,0x6e3d5be146ca3c000,"[0xd25817487b2e139cf9f5fdd7b0fb0a68e1536f109062dbc1e9a2723a7e5793fb,0x9e9163304f3b1b08bef37c87191c96bb7f1e6298bc8088efdfd0e2583466ca92,0xf32bf17ae5f5197fc4ae187843de11865cbf360d87694dc356b99a203c91236c,0x5cb42d2d71b722ab20855c55ed9e1450e282204312062891039b1c8794cce8f4,0x0d9b65ad8255e04adf1ef4d2b7dfff31cf3754537e6e9151b91b1baefd271c7c,0x0d02ef8234a64798797f4615bf0d4301b4ce5e40ea7af8e041b1839191c9951c,0x6c0f661f7c623f8f129a1de10f92427a86090940c718aebf93aea11745bb2d8b,0xf8b52d9c2af604b7dc89988d1cf40a388e0941e223f80f761e9a2e5bc61d52d6,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",127.0977 LDO
349,0x9575E331988058247F27ffcd1B9620F10DF028A8,0x6e5f55f41c6968000,"[0xae9d84a45d9f4b72848260d7d5c3d96810a3d9ac8da1af11e8b88b0603b8f2e8,0xe75e4c2878eaf7bd71168ae74db89c477e14a35dcc91b6b9ec45fce73cffa4c5,0x704c13e03486a8dff5e7d9f87ba6652ad98a44621292824a3c12852dd1a9d366,0xbc018627ead528187611fd66960c58699bbe46b85ae9d8ff5270b68d8959b069,0xf9d27dc8c0bcc2c9326036732aadfc1a83276c494f129406fbacb5ae9f8ab13d,0x594168227694ef4acbc5bb752751019344e4b404a9f32b64b6adce6e68460c3b,0x0fd9b54d14fb34d717e78d20b65ae176130e24bd201912a4361dd9dc82155e0e,0xf8b52d9c2af604b7dc89988d1cf40a388e0941e223f80f761e9a2e5bc61d52d6,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",127.2507 LDO
350,0xD786FA451b13203E14c53dE63adBDcbD66520Aa3,0x6e6f7b0284ba9c000,"[0x9f6fef196d475a8e42900d83a6d7cef0e8c644f11e3c2aeedd014026c8f21042,0xfef7e2001b326a51df4e1ea05b7854a98a821706d7eaeeb82e4a95d0c6b37b32,0xcb8e9993aa0a7558bb536bfd37283b2410b1fd0e768cfc2424b633907a39f38a,0xcc3ad8226d72ed092dd612cdf914ec5741118ce1f690d1d8b2fa702509efc776,0x7de3e81ceca1cd96cde4426a1d8f87da7c40b4fde9e942ae52716452f7dcd4aa,0xc456ab49f4a2e303189a2ddd885f2e9268dc8cbec304d43bc9f6d7f1358468de,0x0fd9b54d14fb34d717e78d20b65ae176130e24bd201912a4361dd9dc82155e0e,0xf8b52d9c2af604b7dc89988d1cf40a388e0941e223f80f761e9a2e5bc61d52d6,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",127.3234 LDO
351,0x8A867Ff9E8123b9D44F233A21D64D3f751bDc8a6,0x6ebf4b19525e28000,"[0xe975f2a56b455b759c4730afcc25c5d677e8cf3469876ca947e1f14a8a4ace5f,0x9b04a1c5b854ecb1b9a422b27ca27871fdd40c83c9f106e884e78ffe8ccd41dc,0x1f611f93dc0bf469bec4db87751fde6d97c0cfd9f7b399cfe8d63cea2f8dbf34,0x04617680809f44ecd717cbdb29ddf315a3c253ed618814369c7d42035def1307,0x9478851c928edd6601ed28d79d361e2a9f48804373ab444ccade35293d467581,0xcb2c8505586c19c5537bc9c82665d2a1aa4e64b2dff79d9eba061c48d53a00b1,0x25c45a7a5a41d8b0af53217d1d73d14fd69455c18d52f56ff3f68e09264ee532,0xc7885def713d262f2331190376df15e8faa0678ec4c72f969bd3ce39086b2227]",127.6829 LDO
352,0x073adf97f6de257D76E67f7C2fe57AC9843cca25,0x6f04386dbfdd04000,"[0xf895cfe2806178627dfde505b041b47852a9579000aee81b52869f2356825499,0x4efebcafb60977621026132b77e807f061a5a797c40e4582ed1a19095ed41c6c,0x744b8c2bfd28cd0df2ab0f07788bf9ee8e7ea93cbc963acb86999e4e0c994077,0x8c6b75c79d4d819e2e430da286cbd43547f5287d639ab36bd45130f527885923,0x0b3ed2f470b5f3444503e0a0d37f7b04a847d0e37615288740b35832f405901c,0x9ed17d05efe71d5ac18931a62b4ce5542eb04cdaea8d6d65f41eaf137f6c5dce,0x3651d021f1ae7d52511201af063271ac1c824bcc1a53dd8377805c9f1de1f3dc,0xc7885def713d262f2331190376df15e8faa0678ec4c72f969bd3ce39086b2227]",127.9933 LDO
353,0xf30b321970b3a4BBA00d068284F9E4C09D2befE1,0x6f663941e44e54000,"[0xc82c198ee3e33dda1c447ac24812b772a215a7f144ecbc07cbd60d8e28ba77d3,0xadc061695cce8ae482a950aec1492b85c6cb7477c6201af47444a524b600c27a,0x11d12ac11380c5062ce355b84bee3aded2167649c6241d2c61310f6ba1dacfb7,0x96c209c42f3f5dc0bab8290356111901f517e835c43c4a296be3760e07900403,0x822a90a37468e2a881a1a7798155eb59d1a3b095df74fbc0487290ba182a5745,0x0d02ef8234a64798797f4615bf0d4301b4ce5e40ea7af8e041b1839191c9951c,0x6c0f661f7c623f8f129a1de10f92427a86090940c718aebf93aea11745bb2d8b,0xf8b52d9c2af604b7dc89988d1cf40a388e0941e223f80f761e9a2e5bc61d52d6,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",128.4347 LDO
354,0xC78f5B483140CEF14200AdFfc6c259936B205513,0x7230923a992f20000,"[0xb3186eae0565c9fd96410c05f297a21536eced527a1dbb7b97e16f81ff1d0b0a,0x1f7cd48095293e6b261d7ab0cdf76d5e2bb2d4d4a44d6aa41748b312a15a3089,0xab9df7817b53ed874a60f31d7724fcd881dfd1c4f39a695e64d4ed05276c433a,0xaf49fefa4d24b5767bd6d3b14e4797142d6007aabb82985b895a5919b4533532,0xf9d27dc8c0bcc2c9326036732aadfc1a83276c494f129406fbacb5ae9f8ab13d,0x594168227694ef4acbc5bb752751019344e4b404a9f32b64b6adce6e68460c3b,0x0fd9b54d14fb34d717e78d20b65ae176130e24bd201912a4361dd9dc82155e0e,0xf8b52d9c2af604b7dc89988d1cf40a388e0941e223f80f761e9a2e5bc61d52d6,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",131.6518 LDO
355,0x830782f67ab6788B8570392A363a97c748B763c7,0x736a9a811642b0000,"[0xd2feb34d1d23ef65c4e713c55df7e9835e4d371070d24ae4ba8413a48b7ffe0d,0x0a632555dac7661db4cf51628709a74a9f16bd4e7e2fea59f5f71c3116d3200a,0xf32bf17ae5f5197fc4ae187843de11865cbf360d87694dc356b99a203c91236c,0x5cb42d2d71b722ab20855c55ed9e1450e282204312062891039b1c8794cce8f4,0x0d9b65ad8255e04adf1ef4d2b7dfff31cf3754537e6e9151b91b1baefd271c7c,0x0d02ef8234a64798797f4615bf0d4301b4ce5e40ea7af8e041b1839191c9951c,0x6c0f661f7c623f8f129a1de10f92427a86090940c718aebf93aea11745bb2d8b,0xf8b52d9c2af604b7dc89988d1cf40a388e0941e223f80f761e9a2e5bc61d52d6,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",133.0661 LDO
356,0x3D23da90993e60b56906a7da047bb9378A26c6cD,0x75d611b82c6f28000,"[0xa9404abe6799cff51b9581154d79495b481c246d4df022180a43db86767b1ec0,0x3c44a9bdffef7bec868b05b4e48bc7f2caa645142c6a6734f9190bf77342af7c,0xe733370d93dcca3620e668e01d0fc237dd81806855ae266873eb5a33648d0d77,0x6b42fa83966899a38be3069d6b6f6e680e9cb34d2ed79bdd223a4410d8327748,0x57f65424713a5c826e7cdaa404aad11ebd86e912046eb04bdf3ee09b9bcee9d9,0xc456ab49f4a2e303189a2ddd885f2e9268dc8cbec304d43bc9f6d7f1358468de,0x0fd9b54d14fb34d717e78d20b65ae176130e24bd201912a4361dd9dc82155e0e,0xf8b52d9c2af604b7dc89988d1cf40a388e0941e223f80f761e9a2e5bc61d52d6,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",135.8559 LDO
357,0x4D7E4B2Ad317b0a0EeeddE9CC0BBCAf8551a2cb1,0x78c8798b251a00000,"[0xf1903a1e4eddc3a8f593abc8c931fb1faa74189b4e28e83f12437b455df1661f,0x0152aeef0612bb6b83654b7d02c0d020ee348509a38ef49efa62ab8de63ec738,0xd415e4125a038f8b2c146416b64325e92c37470f296fce1affe283fa3aa8a46e,0xa0b91c853e8b5bb73392558439b8dc3c79e0f65237280ae164fb91f6b12fe17e,0xf7027a141449da4bf68d778de5ab9c0eb93c98fe1eb5219f8d5c591cc8548420,0x9ed17d05efe71d5ac18931a62b4ce5542eb04cdaea8d6d65f41eaf137f6c5dce,0x3651d021f1ae7d52511201af063271ac1c824bcc1a53dd8377805c9f1de1f3dc,0xc7885def713d262f2331190376df15e8faa0678ec4c72f969bd3ce39086b2227]",139.2534 LDO
358,0x6457bE605Bedac02E8CBB9b9fF7Da5f176ccCd2B,0x7b387b0aaabf30000,"[0x8b8215e8ad2bf74450ede9d0d0ec6e8afb1cf7318f0701c71a50717a198ec2ef,0xd24ccc30974bafa94e99ed5836b4a6e3fb2ced75d7931cc179249e3a708eaf45,0xf23131d10fe9155b4329f4d15a0a8cced8538e550d1e0bd9754b0ac451c49b18,0xe2beb4586bf865e146b697c2baed719d0022115a51184c5285f0f64f98dc92a5,0xbf40739c6b72aea1ff749ab66f55d1a5afe57f79c3d5de88a05294501ef1a1fe,0xf132bd4b6ddc870b592b39df6e7c95db63d9a9fb2c195ddb8389ed76f641abb3,0xed6b21986c75b0ded468aac47636b7ecf4f88b24d13109ecc8017b53ac124468,0xc31b4fec09edb45ed0e1e72184ad81c8100d5d2b2a17fe0d760b989b467b0ca3,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",142.0637 LDO
359,0xc6ce69204403d8603A4CF3C8dF931C9a753c2550,0x8c2698a3ecced8000,"[0x740d3fe4db874a320e82852b25c951e79f4e82065e60f5261daef6f23d0b6db2,0xb4842020493957ed847c94434c616167e2ced82c97935e1febf91e1944733334,0xcea6960b175797a23abc2e7b4f72047812deefa5a85948cee34934f8a5c815ed,0x970abc3207a28910b1fb8354d7f9e43496db2802795ee8af1259da148d514f29,0x10815f9f6d56fba87fac6e1c830c9a81f556348d1d70f9aed011da2c95f35d08,0x20152213742eba7d0687b61fcb077a456eed8ae2b9fe278cde2d1c5a4ff98204,0x3abe33567533d0343fc1d4c0761562387788c990015181767b51a9bf478de65e,0xc31b4fec09edb45ed0e1e72184ad81c8100d5d2b2a17fe0d760b989b467b0ca3,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",161.5828 LDO
360,0x783aB5889416Cb2d78f8B2c038eBEB37D455030D,0x9e1bd02beae450000,"[0x748cefa2b7edcf358ec2314867fc3e3cb985a56617ede202a1d47c9aef11373b,0x8ef97e756ce484a01a06774afb0c4d02244e9b816daee9f4eb870dc2a28534ee,0xdc9a2cca9108fdb08584f9ae4cefe1399b150f761a435a85fabe99a3737457ba,0x047de064f9014427a03e761a3ff834fceb58ec0733d11bd3ddf3d60515928070,0x10815f9f6d56fba87fac6e1c830c9a81f556348d1d70f9aed011da2c95f35d08,0x20152213742eba7d0687b61fcb077a456eed8ae2b9fe278cde2d1c5a4ff98204,0x3abe33567533d0343fc1d4c0761562387788c990015181767b51a9bf478de65e,0xc31b4fec09edb45ed0e1e72184ad81c8100d5d2b2a17fe0d760b989b467b0ca3,0x549c11bcd34de391a955ad949a3de5b6d1fa2ace3ee999009013597b999db83f,0xe7183f1045e514b796a7daee23472f8edbb12457b13672d2f39225702672452a]",182.2869 LDO
